CAD_U|CASLU|E3467|AIQ|20140623000622|E-19B||MTC|//6/23/2014 12:06:21 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|OOA|OTH, ASSIST|-120.727177|35.320794|9353 JASPER WAY||No Cross Street|CONDOS|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 9:54:15 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|OOA|OTH, ASSIST|-120.727177|35.320794|9353 JASPER WAY||No Cross Street|CONDOS|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 9:54:15 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|OOA|OTH, ASSIST|-120.727177|35.320794|9353 JASPER WAY||No Cross Street|CONDOS|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 9:54:20 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|OOA|OTH, ASSIST|-120.727177|35.320794|9353 JASPER WAY||No Cross Street|CONDOS|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 9:54:20 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|OOA|OTH, ASSIST|-120.727177|35.320794|9353 JASPER WAY||No Cross Street|CONDOS|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 9:54:20 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5|||||Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:23 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5|||||Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:27 AM
CAD_E|CASLC14007740|CASLU|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5|||||Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:27 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:35 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:35 AM
CAD_U|CASLU|E3466|DSP|20140623095435|G-16A|14007740|MED|CASLU2014005555//6/23/2014 9:54:35 AM
CAD_E|CASLC14007739|CASLU2014005554|EMS3CDF/|20140623092758|MED|MEDICAL AID CODE 3|-120.838531|35.312102|741 LOS OSOS VALLEY RD ||2200 BLK RAVENNA AVE|2200 BLK PALISADES AVE|633_B_5/633_B_5||||ME15|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:40 AM
CAD_E|CASLC14007739|CASLU2014005554|EMS3CDF/|20140623092758|MED|MEDICAL AID CODE 3|-120.838531|35.312102|741 LOS OSOS VALLEY RD ||2200 BLK RAVENNA AVE|2200 BLK PALISADES AVE|633_B_5/633_B_5||||ME15|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:40 AM
CAD_U|CASBY|MR15|AOR|20140623095440|B-15A|||//6/23/2014 9:54:40 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:54 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:54:55 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 9:55:00 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 9:55:00 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 9:55:00 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//6/23/2014 9:55:04 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//6/23/2014 9:55:04 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//6/23/2014 9:55:04 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:55:29 AM
CAD_U|CASLU|E3466|ACK|20140623095529|G-16A|14007740|MED|CASLU2014005555//6/23/2014 9:55:29 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 9:56:33 AM
CAD_U|CASLU|E3466|ENR|20140623095633|G-16A|14007740|MED|CASLU2014005555//6/23/2014 9:56:33 AM
CAD_U|CASLU|E3466|ENR|20140623095633|G-16A|14007740|MED|CASLU2014005555//6/23/2014 9:56:33 AM
CAD_E|CASLC14007739//6/23/2014 9:57:47 AM
CAD_U|CASBY|ME15|AIQ|20140623095747|B-15A|||//6/23/2014 9:57:47 AM
CAD_E|CASLC14007739//6/23/2014 9:58:03 AM
CAD_U|CASBY|MR15|AIQ|20140623095912|B-15A|||//6/23/2014 9:59:12 AM
CAD_U|CAPSM|LFG64|AIQ|20140623100048|A-32M|||//6/23/2014 10:00:48 AM
CAD_E|CASLC14007740|CASLU2014005555|EMS3CDF/|20140623095404|MED|MEDICAL AID CODE 3|-121.142518|35.615021|9353 JASPER WAY || CONDOS| DEAD-END|633_B_5/633_B_5||||E3466|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:02:15 AM
CAD_U|CASLU|E3466|ONS|20140623100215|G-16A|14007740|MED|CASLU2014005555//6/23/2014 10:02:15 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 10:08:37 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 10:08:37 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 10:08:38 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 10:08:38 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|OOA|OTH, ASSIST|-120.727177|35.320794|75 11TH ST||S OCEAN AVE|CASS AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:10:46 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|OOA|OTH, ASSIST|-120.727177|35.320794|75 11TH ST||S OCEAN AVE|CASS AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:10:47 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|OOA|OTH, ASSIST|-120.727177|35.320794|75 11TH ST||S OCEAN AVE|CASS AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:10:51 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|OOA|OTH, ASSIST|-120.727177|35.320794|75 11TH ST||S OCEAN AVE|CASS AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:10:51 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:02 AM
CAD_E|CASLC14007741|CASLU|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:03 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:09 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:09 AM
CAD_U|CACAY|ECAY|DSP|20140623101109|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:11:09 AM
CAD_U|CASLU|E3469|DSP|20140623101109|B-7A|14007741|MED|CASLU2014005556//6/23/2014 10:11:09 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:23 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:30 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:11:49 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:12:03 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:12:05 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469,C5601|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:12:27 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469,C5601|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:12:27 AM
CAD_U|CACAY|C5601|ENR|20140623101227|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:12:27 AM
CAD_U|CACAY|C5601|STG|20140623101251|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:12:51 AM
CAD_U|CASLU|E3469|ENR|20140623101353|B-7A|14007741|MED|CASLU2014005556//6/23/2014 10:13:53 AM
CAD_U|CASLU|E3469|ENR|20140623101353|B-7A|14007741|MED|CASLU2014005556//6/23/2014 10:13:53 AM
CAD_E|CASLU14007742|CASLU||20140623101501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| HWY 1 CONNECTOR|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:15:01 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469,C5601|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:15:53 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:06 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:07 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:09 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:10 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:12 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:12 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:12 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:16 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:16 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:16 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||ECAY,E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:16 AM
CAD_U|CACAY|R5654|ENR|20140623101616|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:16:16 AM
CAD_U|CACAY|R5654|ENR|20140623101616|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:16:16 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:23 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|OOA|OTH, ASSIST|-120.727177|35.320794|4225 CAMP 8 RD||COLUMET LN|HWY 41E|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/23/2014 10:16:23 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:25 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:26 AM
CAD_E|CASLC14007743|CASLU|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:26 AM
CAD_E|CASLC14007743|CASLU2014005557|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:30 AM
CAD_E|CASLC14007743|CASLU2014005557|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:30 AM
CAD_U|CASLC|E50|DSP|20140623101630|C-7A|14007743|MED|CASLU2014005557//6/23/2014 10:16:30 AM
CAD_E|CASLC14007743|CASLU2014005557|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:16:37 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:03 AM
CAD_U|CACAY|ECAY|AIQ|20140623101703|B-7B|||//6/23/2014 10:17:03 AM
CAD_E|CASLU14007742|CASLU||20140623101501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| HWY 1 CONNECTOR|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:04 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:11 AM
CAD_E|CASLC14007743|CASLU2014005557|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:17 AM
CAD_U|CASLC|E50|ACK|20140623101717|C-7A|14007743|MED|CASLU2014005557//6/23/2014 10:17:17 AM
CAD_E|CASLC14007743|CASLU2014005557|EMS3CDF/|20140623101602|MED|MEDICAL AID CODE 3|-120.493275|35.549535|4225 CAMP 8 RD ||4300 BLK HWY 41 E|5000 BLK COLUMET LN|633_B_5/633_B_5||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:22 AM
CAD_U|CASLC|E50|ENR|20140623101722|C-7A|14007743|MED|CASLU2014005557//6/23/2014 10:17:22 AM
CAD_U|CASLC|E50|ENR|20140623101722|C-7A|14007743|MED|CASLU2014005557//6/23/2014 10:17:22 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:49 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:17:54 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:18:18 AM
CAD_E|CASLU14007742//6/23/2014 10:18:34 AM
CAD_E|CASLU14007742//6/23/2014 10:18:50 AM
CAD_U|CACAY|R5654|STG|20140623101856|B-7B|14007741|MED|CASLU2014005556//6/23/2014 10:18:56 AM
CAD_U|CASLU|E3469|STG|20140623101856|B-7A|14007741|MED|CASLU2014005556//6/23/2014 10:18:56 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:18:59 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:19:58 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:19:58 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:19:58 AM
CAD_E|CASLC14007741|CASLU2014005556|EMS3CDF/|20140623101042|MED|MEDICAL AID CODE 3|-120.893186|35.442394|75 11TH ST ||1100 BLK CASS AVE|1100 BLK S OCEAN AVE|633_B_5/633_B_5||||E3469,C5601,R5654|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//6/23/2014 10:20:00 AM
