CAD_E|CASLU12007366//8/10/2012 12:01:22 AM
CAD_U|CASLC|E33|AIQ|20120810000123|H-6A|||//8/10/2012 12:01:22 AM
CAD_U|CAPSM|E64|DSP|20120810073318|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:34:45 AM
CAD_U|CAGRO|EGRO|DSP|20120810073318|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:34:45 AM
CAD_U|CAAYG|T6645|DSP|20120810073318|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:34:45 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:34:53 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 7:34:54 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 7:34:54 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 7:35:03 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 7:35:03 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 7:35:03 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:17 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:17 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:17 AM
CAD_U|CASLU|B3420|DSP|20120810073318|A-22B|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CASLC|BS62|DSP|20120810073318|A-24C|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CASLU|E3470|DSP|20120810073318|A-32L|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CAPSM|E64|DSP|20120810073318|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CAGRO|EGRO|DSP|20120810073318|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CAAYG|T6645|DSP|20120810073318|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:35:20 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:26 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:26 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 7:35:26 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:35:36 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:35:36 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:35:37 AM
CAD_U|CASLU|E3470|ENR|20120810073537|A-32L|12007374|FSR|CASLU2012006434//8/10/2012 7:35:37 AM
CAD_U|CASLU|E3470|ENR|20120810073537|A-32L|12007374|FSR|CASLU2012006434//8/10/2012 7:35:37 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:35:46 AM
CAD_U|CABEU|D4645|AIQ|20120622080934|BEU-30|||//8/10/2012 7:36:01 AM
CAD_U|CABEU|D4645|AIQ|20120622080934|BEU-30|||//8/10/2012 7:36:01 AM
CAD_U|CAPSM|E64|ENR|20120810073602|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:36:02 AM
CAD_U|CAPSM|E64|ENR|20120810073602|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:36:02 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:17 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:17 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:17 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:36:21 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:36:21 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:36 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:36 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 7:36:36 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:42 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:42 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:42 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:51 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:51 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 7:36:51 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:26 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:26 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:31 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:31 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:32 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:32 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:32 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:41 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:41 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 7:37:41 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:46 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:46 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:37:52 AM
CAD_U|CAAYG|T6645|ENR|20120810073757|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:37:57 AM
CAD_U|CAAYG|T6645|ENR|20120810073757|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:37:57 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:03 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:03 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:03 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:13 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:13 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:38:13 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:07 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:07 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:07 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420,E6897|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:39:08 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,EGRO,BS62,E64,E3470,B3420,E6897|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:39:08 AM
CAD_U|CAGRO|E6897|ENR|20120810073908|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:39:08 AM
CAD_U|CAGRO|E6897|ENR|20120810073908|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:39:09 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:39:11 AM
CAD_U|CAGRO|EGRO|AIQ|20120810073911|E-6D|||//8/10/2012 7:39:11 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:22 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:22 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 7:39:22 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:41:04 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:41:04 AM
CAD_U|CASLU|B3419|DSP|20120810074104|B-15B|12007374|FSR|CASLU2012006434//8/10/2012 7:41:04 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:41:23 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:41:24 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:34 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:34 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:34 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:49 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:49 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 7:41:49 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:15 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:15 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:15 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:24 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:24 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 7:42:24 AM
CAD_U|CASLU|B3419|DSP|20120810074104|B-15B|12007374|FSR|CASLU2012006434//8/10/2012 7:43:08 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:43:11 AM
CAD_U|CAPSM|E64|ONS|20120810074311|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:43:11 AM
CAD_U|CASLU|E3470|ONS|20120810074322|A-32L|12007374|FSR|CASLU2012006434//8/10/2012 7:43:22 AM
CAD_U|CAGRO|E6897|ONS|20120810074333|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:43:33 AM
CAD_U|CASLC|BS62|ENR|20120810074402|A-24C|12007374|FSR|CASLU2012006434//8/10/2012 7:44:02 AM
CAD_U|CASLC|BS62|ENR|20120810074402|A-24C|12007374|FSR|CASLU2012006434//8/10/2012 7:44:02 AM
CAD_U|CASLU|E3484|AOR|20120810074430|A-32L|||//8/10/2012 7:44:29 AM
CAD_U|CASLU|B3419|ENR|20120810074515|B-15B|12007374|FSR|CASLU2012006434//8/10/2012 7:45:14 AM
CAD_U|CASLU|B3419|ENR|20120810074515|B-15B|12007374|FSR|CASLU2012006434//8/10/2012 7:45:15 AM
CAD_U|CAAYG|T6645|STG|20120810074538|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:45:37 AM
CAD_U|CAAYG|T6645|ONS|20120810074553|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:45:52 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:45:55 AM
CAD_E|CAPSM12007374|CASLU2012006434|FRESNO ST  PB|20120810073255|FSR|FIRE, RESIDENTIAL|-120.640110|35.149173|940 FRESNO ST |PB|400 BLK LONGVIEW AVE| DEAD-END|714_C_1/12_T32S_R12E_M||||T6645,BS62,E64,E3470,B3420,E6897,B3419|Command:FIVE CITIES;Pri Tactical:VFIRE22;Alt Tactical:CALCORD;Air-to-Ground:CDF A/G;//8/10/2012 7:46:04 AM
CAD_U|CASLU|B3419|ENR|20120810074515|B-15B|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CASLU|B3420|DSP|20120810073318|A-22B|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CASLC|BS62|ENR|20120810074402|A-24C|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CASLU|E3470|ONS|20120810074322|A-32L|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CAPSM|E64|ONS|20120810074311|A-32M|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CAGRO|E6897|ONS|20120810074333|E-6D|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CAAYG|T6645|ONS|20120810074553|E-7G|12007374|FSR|CASLU2012006434//8/10/2012 7:46:04 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 7:47:02 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 7:47:02 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 7:47:02 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 7:47:03 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 7:47:03 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 7:47:03 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 7:47:04 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 7:47:04 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 7:47:04 AM
CAD_U|CAFKU|D4340|AIQ|20120521154704|FKU-1A|||//8/10/2012 7:47:05 AM
CAD_U|CAFKU|D4340|AIQ|20120521154704|FKU-1A|||//8/10/2012 7:47:05 AM
CAD_U|CAFKU|D4340|AIQ|20120521154704|FKU-1A|||//8/10/2012 7:47:05 AM
CAD_U|CAFKU|D4341|AIQ|20120410100930|FKU-1A|||//8/10/2012 7:47:06 AM
CAD_U|CAFKU|D4341|AIQ|20120410100930|FKU-1A|||//8/10/2012 7:47:06 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//8/10/2012 7:47:07 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//8/10/2012 7:47:08 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//8/10/2012 7:47:08 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 7:47:09 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 7:47:09 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 7:47:09 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 7:47:10 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 7:47:10 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 7:47:10 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 7:47:11 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 7:47:11 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 7:47:11 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 7:47:12 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 7:47:12 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 7:47:12 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 7:47:13 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 7:47:13 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 7:47:13 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 7:47:14 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 7:47:14 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 7:47:14 AM
CAD_U|CABEU|E4694|AIQ|20120621215402|BEU-30|||//8/10/2012 7:47:15 AM
CAD_U|CABEU|E4694|AIQ|20120621215402|BEU-30|||//8/10/2012 7:47:15 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 7:47:16 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 7:47:16 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 7:47:16 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 7:47:18 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 7:47:18 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 7:47:18 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 7:47:19 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 7:47:19 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 7:47:19 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 7:47:20 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 7:47:20 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 7:47:20 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 7:47:21 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 7:47:21 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 7:47:21 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 7:47:22 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 7:47:22 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 7:47:22 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//8/10/2012 7:47:23 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//8/10/2012 7:47:23 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//8/10/2012 7:47:23 AM
CAD_U|CAFKU|E4354|AIQ|20120621215402|FKU-1A|||//8/10/2012 7:47:24 AM
CAD_U|CAFKU|E4354|AIQ|20120621215402|FKU-1A|||//8/10/2012 7:47:24 AM
CAD_U|CAFKU|E4361|AIQ|20120326191502|FKU-1A|||//8/10/2012 7:47:25 AM
CAD_U|CAFKU|E4361|AIQ|20120326191502|FKU-1A|||//8/10/2012 7:47:25 AM
CAD_U|CAFKU|E4361|AIQ|20120326191502|FKU-1A|||//8/10/2012 7:47:25 AM
CAD_U|CAFKU|E4362|AIQ|20120321150008|FKU-2|||//8/10/2012 7:47:26 AM
CAD_U|CAFKU|E4362|AIQ|20120321150008|FKU-2|||//8/10/2012 7:47:26 AM
CAD_U|CAFKU|E4362|AIQ|20120321150008|FKU-2|||//8/10/2012 7:47:26 AM
CAD_U|CAFKU|E4363|AIQ|20120410101020|FKU-2|||//8/10/2012 7:47:27 AM
CAD_U|CAFKU|E4363|AIQ|20120410101020|FKU-2|||//8/10/2012 7:47:27 AM
