CAD_E|CASLC13010396//10/17/2013 12:01:35 AM
CAD_U|CACMB|E5791|AIQ|20131017000135|G-16B|||//10/17/2013 12:01:35 AM
CAD_U|CABEU|E4665|AIQ|20130913113259|BEU-30|||//10/17/2013 4:28:13 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 4:28:14 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 4:28:14 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 4:28:14 AM
CAD_U|CABEU|E4669|AIQ|20131016110516|BEU-30|||//10/17/2013 4:28:15 AM
CAD_U|CABEU|E4669|AIQ|20131016110516|BEU-30|||//10/17/2013 4:28:15 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 4:28:16 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 4:28:16 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 4:28:16 AM
CAD_U|CABEU|E4674|AIQ|20130924161135|BEU-30|||//10/17/2013 4:28:17 AM
CAD_U|CABEU|E4674|AIQ|20130924161135|BEU-30|||//10/17/2013 4:28:18 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:28:19 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:28:19 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:28:19 AM
CAD_U|CAFKU|E4354|AIQ|20130804163003|FKU-1A|||//10/17/2013 4:28:20 AM
CAD_U|CAFKU|E4354|AIQ|20130804163003|FKU-1A|||//10/17/2013 4:28:20 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 4:28:21 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 4:28:21 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 4:28:21 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 4:28:22 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 4:28:22 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 4:28:22 AM
CAD_U|CABEU|E4675|AIQ|20130824075309|BEU-30|||//10/17/2013 4:28:23 AM
CAD_U|CABEU|E4675|AIQ|20130824075309|BEU-30|||//10/17/2013 4:28:23 AM
CAD_U|CABEU|E4675|AIQ|20130824075309|BEU-30|||//10/17/2013 4:28:23 AM
CAD_U|CABEU|E4676|AIQ|20130907075112|BEU-30|||//10/17/2013 4:28:24 AM
CAD_U|CABEU|E4676|AIQ|20130907075112|BEU-30|||//10/17/2013 4:28:24 AM
CAD_U|CABEU|E4676|AIQ|20130907075112|BEU-30|||//10/17/2013 4:28:24 AM
CAD_U|CABEU|E4677|AIQ|20130518150926|BEU-30|||//10/17/2013 4:28:25 AM
CAD_U|CABEU|E4677|AIQ|20130518150926|BEU-30|||//10/17/2013 4:28:25 AM
CAD_U|CABEU|E4677|AIQ|20130518150926|BEU-30|||//10/17/2013 4:28:25 AM
CAD_U|CABEU|E4681|AIQ|20130725225444|BEU-30|||//10/17/2013 4:28:27 AM
CAD_U|CABEU|E4681|AIQ|20130725225444|BEU-30|||//10/17/2013 4:28:27 AM
CAD_U|CABEU|E4681|AIQ|20130725225444|BEU-30|||//10/17/2013 4:28:27 AM
CAD_U|CABEU|E4684|AIQ|20131007151337|BEU-35|||//10/17/2013 4:28:28 AM
CAD_U|CABEU|E4684|AIQ|20131007151337|BEU-35|||//10/17/2013 4:28:28 AM
CAD_U|CABEU|E4685|AIQ|20130602121133|BEU-30|||//10/17/2013 4:28:29 AM
CAD_U|CABEU|E4685|AIQ|20130602121133|BEU-30|||//10/17/2013 4:28:29 AM
CAD_U|CABEU|E4685|AIQ|20130602121133|BEU-30|||//10/17/2013 4:28:29 AM
CAD_U|CABEU|E4686|AIQ|20130624010804|BEU-30|||//10/17/2013 4:28:30 AM
CAD_U|CABEU|E4686|AIQ|20130624010804|BEU-30|||//10/17/2013 4:28:30 AM
CAD_U|CABEU|E4686|AIQ|20130624010804|BEU-30|||//10/17/2013 4:28:30 AM
CAD_U|CABEU|E4691|AIQ|20131003065925|BEU-30|||//10/17/2013 4:28:31 AM
CAD_U|CABEU|E4691|AIQ|20131003065925|BEU-30|||//10/17/2013 4:28:31 AM
CAD_U|CABEU|E4691|AIQ|20131003065925|BEU-30|||//10/17/2013 4:28:31 AM
CAD_U|CABEU|E4693|AIQ|20130924163734|BEU-30|||//10/17/2013 4:28:32 AM
CAD_U|CABEU|E4693|AIQ|20130924163734|BEU-30|||//10/17/2013 4:28:32 AM
CAD_U|CABEU|E4693|AIQ|20130924163734|BEU-30|||//10/17/2013 4:28:32 AM
CAD_U|CABEU|E4694|AIQ|20131012121648|BEU-30|||//10/17/2013 4:28:33 AM
CAD_U|CABEU|E4694|AIQ|20131012121648|BEU-30|||//10/17/2013 4:28:33 AM
CAD_U|CABEU|E4694|AIQ|20131012121648|BEU-30|||//10/17/2013 4:28:33 AM
CAD_U|CABEU|GAB1|AIQ|20131013074248|BEU-30|||//10/17/2013 4:28:34 AM
CAD_U|CABEU|GAB1|AIQ|20131013074248|BEU-30|||//10/17/2013 4:28:34 AM
CAD_U|CABEU|GAB1|AIQ|20131013074248|BEU-30|||//10/17/2013 4:28:34 AM
CAD_U|CABEU|GAB2|AIQ|20131014142356|BEU-30|||//10/17/2013 4:28:35 AM
CAD_U|CABEU|GAB2|AIQ|20131014142356|BEU-30|||//10/17/2013 4:28:35 AM
CAD_U|CABEU|GAB2|AIQ|20131014142356|BEU-30|||//10/17/2013 4:28:35 AM
CAD_U|CABEU|GAB3|AIQ|20131014071213|BEU-30|||//10/17/2013 4:28:37 AM
CAD_U|CABEU|GAB3|AIQ|20131014071213|BEU-30|||//10/17/2013 4:28:37 AM
CAD_U|CABEU|GAB3|AIQ|20131014071213|BEU-30|||//10/17/2013 4:28:37 AM
CAD_U|CABEU|GAB4|AIQ|20131015072655|BEU-30|||//10/17/2013 4:28:38 AM
CAD_U|CABEU|GAB4|AIQ|20131015072655|BEU-30|||//10/17/2013 4:28:38 AM
CAD_U|CABEU|GAB4|AIQ|20131015072655|BEU-30|||//10/17/2013 4:28:38 AM
CAD_U|CABEU|GAB5|AIQ|20131015072740|BEU-30|||//10/17/2013 4:28:39 AM
CAD_U|CABEU|GAB5|AIQ|20131015072740|BEU-30|||//10/17/2013 4:28:39 AM
CAD_U|CABEU|GAB5|AIQ|20131015072740|BEU-30|||//10/17/2013 4:28:39 AM
CAD_U|CABEU|GAB6|AIQ|20131015072937|BEU-30|||//10/17/2013 4:28:40 AM
CAD_U|CABEU|GAB6|AIQ|20131015072937|BEU-30|||//10/17/2013 4:28:40 AM
CAD_U|CABEU|GAB6|AIQ|20131015072937|BEU-30|||//10/17/2013 4:28:40 AM
CAD_U|CABEU|HLT406|AIQ|20130708071726|BEU-30|||//10/17/2013 4:28:41 AM
CAD_U|CABEU|HLT406|AIQ|20130708071726|BEU-30|||//10/17/2013 4:28:41 AM
CAD_U|CABEU|HLT406|AIQ|20130708071726|BEU-30|||//10/17/2013 4:28:41 AM
CAD_U|CACDF|T80|AIQ|20130804160253|HAAB|||//10/17/2013 4:28:42 AM
CAD_U|CACDF|T80|AIQ|20130804160253|HAAB|||//10/17/2013 4:28:42 AM
CAD_U|CACDF|T80|AIQ|20130804160253|HAAB|||//10/17/2013 4:28:42 AM
CAD_U|CACDF|T81|AIQ|20130804160505|HAAB|||//10/17/2013 4:28:43 AM
CAD_U|CACDF|T81|AIQ|20130804160505|HAAB|||//10/17/2013 4:28:43 AM
CAD_U|CACDF|T81|AIQ|20130804160505|HAAB|||//10/17/2013 4:28:43 AM
CAD_U|CAFKU|E4363|AIQ|20130501101619|FKU-2|||//10/17/2013 4:28:44 AM
CAD_U|CAFKU|E4363|AIQ|20130501101619|FKU-2|||//10/17/2013 4:28:44 AM
CAD_U|CAFKU|E4363|AIQ|20130501101619|FKU-2|||//10/17/2013 4:28:44 AM
CAD_U|CAFKU|E4364|AIQ|20130804163003|FKU-1A|||//10/17/2013 4:28:45 AM
CAD_U|CAFKU|E4364|AIQ|20130804163003|FKU-1A|||//10/17/2013 4:28:46 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:28:47 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:28:47 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:28:47 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 4:28:48 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 4:28:48 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 4:28:48 AM
CAD_U|CAFKU|E4373|AIQ|20130502115114|FKU-2|||//10/17/2013 4:28:49 AM
CAD_U|CAFKU|E4373|AIQ|20130502115114|FKU-2|||//10/17/2013 4:28:49 AM
CAD_U|CAFKU|E4373|AIQ|20130502115114|FKU-2|||//10/17/2013 4:28:49 AM
CAD_U|CAFKU|E4382|AIQ|20130513073315|FKU-2|||//10/17/2013 4:28:50 AM
CAD_U|CAFKU|E4382|AIQ|20130513073315|FKU-2|||//10/17/2013 4:28:50 AM
CAD_U|CAFKU|E4382|AIQ|20130513073315|FKU-2|||//10/17/2013 4:28:50 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:28:51 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:28:51 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:28:51 AM
CAD_U|CAFKU|MIR1|AIQ|20131014082914|FKU-2|||//10/17/2013 4:28:52 AM
CAD_U|CAFKU|MIR1|AIQ|20131014082914|FKU-2|||//10/17/2013 4:28:52 AM
CAD_U|CAFKU|MIR1|AIQ|20131014082914|FKU-2|||//10/17/2013 4:28:52 AM
CAD_U|CAFKU|MIR2|AIQ|20131013081312|FKU-2|||//10/17/2013 4:28:53 AM
CAD_U|CAFKU|MIR2|AIQ|20131013081312|FKU-2|||//10/17/2013 4:28:53 AM
CAD_U|CAFKU|MIR2|AIQ|20131013081312|FKU-2|||//10/17/2013 4:28:53 AM
CAD_U|CAFKU|MIR3|AIQ|20131012082215|FKU-1A|||//10/17/2013 4:28:54 AM
CAD_U|CAFKU|MIR3|AIQ|20131012082215|FKU-1A|||//10/17/2013 4:28:54 AM
CAD_U|CAFKU|MIR3|AIQ|20131012082215|FKU-1A|||//10/17/2013 4:28:54 AM
CAD_U|CAFKU|MIR4|AIQ|20131014082915|FKU-2|||//10/17/2013 4:28:56 AM
CAD_U|CAFKU|MIR4|AIQ|20131014082915|FKU-2|||//10/17/2013 4:28:56 AM
CAD_U|CAFKU|MIR4|AIQ|20131014082915|FKU-2|||//10/17/2013 4:28:56 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:46:08 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:46:08 AM
CAD_U|CAFKU|E4368|AIQ|20130802175820|FKU-2|||//10/17/2013 4:46:08 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:47:10 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:47:10 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 4:47:10 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:47:11 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:47:11 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:47:11 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:55:00 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:55:00 AM
CAD_U|CAFKU|E4383|AIQ|20130426105004|FKU-1A|||//10/17/2013 4:55:00 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:05:37 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:05:37 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:05:37 AM
CAD_U|CACDF|C406|AIQ|20130501131824|BVHB|||//10/17/2013 5:11:38 AM
CAD_U|CACDF|C406|AIQ|20130501131824|BVHB|||//10/17/2013 5:11:38 AM
CAD_U|CABEU|D4641|AIQ|20130422080903|BEU-30|||//10/17/2013 5:11:39 AM
CAD_U|CABEU|D4641|AIQ|20130422080903|BEU-30|||//10/17/2013 5:11:39 AM
CAD_U|CABEU|D4641|AIQ|20130422080903|BEU-30|||//10/17/2013 5:11:39 AM
CAD_U|CABEU|D4643|AIQ|20130418080004|BEU-30|||//10/17/2013 5:11:40 AM
CAD_U|CABEU|D4643|AIQ|20130418080004|BEU-30|||//10/17/2013 5:11:41 AM
CAD_U|CABEU|D4643|AIQ|20130418080004|BEU-30|||//10/17/2013 5:11:41 AM
CAD_U|CABEU|D4645|AIQ|20130412102604|BEU-30|||//10/17/2013 5:11:42 AM
CAD_U|CABEU|D4645|AIQ|20130412102604|BEU-30|||//10/17/2013 5:11:42 AM
CAD_U|CABEU|D4645|AIQ|20130412102604|BEU-30|||//10/17/2013 5:11:42 AM
CAD_U|CAFKU|D4341|AIQ|20130424211101|FKU-1A|||//10/17/2013 5:11:43 AM
CAD_U|CAFKU|D4341|AIQ|20130424211101|FKU-1A|||//10/17/2013 5:11:43 AM
CAD_U|CAFKU|E4353|AIQ|20130406163917|FKU-2|||//10/17/2013 5:11:44 AM
CAD_U|CAFKU|E4353|AIQ|20130406163917|FKU-2|||//10/17/2013 5:11:44 AM
CAD_U|CAFKU|E4353|AIQ|20130406163917|FKU-2|||//10/17/2013 5:11:44 AM
CAD_U|CABEU|E4661|AIQ|20130425170456|BEU-30|||//10/17/2013 5:11:45 AM
CAD_U|CABEU|E4661|AIQ|20130425170456|BEU-30|||//10/17/2013 5:11:45 AM
CAD_U|CABEU|E4661|AIQ|20130425170456|BEU-30|||//10/17/2013 5:11:45 AM
CAD_U|CABEU|E4663|AIQ|20130407135917|BEU-30|||//10/17/2013 5:11:46 AM
CAD_U|CABEU|E4663|AIQ|20130407135917|BEU-30|||//10/17/2013 5:11:46 AM
CAD_U|CABEU|E4663|AIQ|20130407135917|BEU-30|||//10/17/2013 5:11:46 AM
CAD_U|CABEU|E4665|AIQ|20130501130452|BEU-30|||//10/17/2013 5:11:47 AM
CAD_U|CABEU|E4665|AIQ|20130501130452|BEU-30|||//10/17/2013 5:11:47 AM
CAD_U|CABEU|E4665|AIQ|20130501130452|BEU-30|||//10/17/2013 5:11:47 AM
CAD_U|CABEU|E4673|AIQ|20130807172241|BEU-30|||//10/17/2013 5:11:48 AM
CAD_U|CABEU|E4673|AIQ|20130807172241|BEU-30|||//10/17/2013 5:11:48 AM
CAD_U|CABEU|E4673|AIQ|20130807172241|BEU-30|||//10/17/2013 5:11:48 AM
CAD_U|CABEU|E4674|AIQ|20130827143743|BEU-30|||//10/17/2013 5:11:49 AM
CAD_U|CABEU|E4674|AIQ|20130827143743|BEU-30|||//10/17/2013 5:11:49 AM
CAD_U|CABEU|E4676|AIQ|20130501130359|BEU-30|||//10/17/2013 5:11:51 AM
CAD_U|CABEU|E4676|AIQ|20130501130359|BEU-30|||//10/17/2013 5:11:51 AM
CAD_U|CABEU|E4676|AIQ|20130501130359|BEU-30|||//10/17/2013 5:11:51 AM
CAD_U|CABEU|E4677|AIQ|20130501131824|BEU-30|||//10/17/2013 5:11:52 AM
CAD_U|CABEU|E4677|AIQ|20130501131824|BEU-30|||//10/17/2013 5:11:52 AM
CAD_U|CABEU|E4677|AIQ|20130501131824|BEU-30|||//10/17/2013 5:11:52 AM
CAD_U|CABEU|E4684|AIQ|20130827143753|BEU-35|||//10/17/2013 5:11:53 AM
CAD_U|CABEU|E4684|AIQ|20130827143753|BEU-35|||//10/17/2013 5:11:53 AM
CAD_U|CABEU|E4685|AIQ|20130904070239|BEU-30|||//10/17/2013 5:11:54 AM
CAD_U|CABEU|E4685|AIQ|20130904070239|BEU-30|||//10/17/2013 5:11:54 AM
CAD_U|CABEU|E4685|AIQ|20130904070239|BEU-30|||//10/17/2013 5:11:54 AM
CAD_U|CABEU|E4686|AIQ|20130501130422|BEU-30|||//10/17/2013 5:11:55 AM
CAD_U|CABEU|E4686|AIQ|20130501130422|BEU-30|||//10/17/2013 5:11:55 AM
CAD_U|CABEU|E4686|AIQ|20130501130422|BEU-30|||//10/17/2013 5:11:55 AM
CAD_U|CABEU|E4693|AIQ|20130909114044|BEU-30|||//10/17/2013 5:11:56 AM
CAD_U|CABEU|E4693|AIQ|20130909114044|BEU-30|||//10/17/2013 5:11:56 AM
CAD_U|CABEU|E4693|AIQ|20130909114044|BEU-30|||//10/17/2013 5:11:56 AM
CAD_U|CABEU|E4694|AIQ|20130827143828|BEU-30|||//10/17/2013 5:11:57 AM
CAD_U|CABEU|E4694|AIQ|20130827143828|BEU-30|||//10/17/2013 5:11:57 AM
CAD_U|CABEU|GAB2|AIQ|20130422080347|BEU-30|||//10/17/2013 5:11:58 AM
CAD_U|CABEU|GAB2|AIQ|20130422080347|BEU-30|||//10/17/2013 5:11:58 AM
CAD_U|CABEU|GAB2|AIQ|20130422080347|BEU-30|||//10/17/2013 5:11:58 AM
CAD_U|CABEU|GAB3|AIQ|20130422080348|BEU-30|||//10/17/2013 5:11:59 AM
CAD_U|CABEU|GAB3|AIQ|20130422080348|BEU-30|||//10/17/2013 5:11:59 AM
CAD_U|CABEU|GAB3|AIQ|20130422080348|BEU-30|||//10/17/2013 5:11:59 AM
CAD_U|CABEU|GAB4|AIQ|20130422080351|BEU-30|||//10/17/2013 5:12:01 AM
CAD_U|CABEU|GAB4|AIQ|20130422080351|BEU-30|||//10/17/2013 5:12:01 AM
CAD_U|CABEU|GAB4|AIQ|20130422080351|BEU-30|||//10/17/2013 5:12:01 AM
CAD_U|CABEU|GAB5|AIQ|20130415174410|BEU-30|||//10/17/2013 5:12:02 AM
CAD_U|CABEU|GAB5|AIQ|20130415174410|BEU-30|||//10/17/2013 5:12:02 AM
CAD_U|CABEU|GAB5|AIQ|20130415174410|BEU-30|||//10/17/2013 5:12:02 AM
CAD_U|CACDF|T80|AIQ|20130501131824|HAAB|||//10/17/2013 5:12:03 AM
CAD_U|CACDF|T80|AIQ|20130501131824|HAAB|||//10/17/2013 5:12:03 AM
CAD_U|CACDF|T81|AIQ|20130501130356|HAAB|||//10/17/2013 5:12:04 AM
CAD_U|CACDF|T81|AIQ|20130501130356|HAAB|||//10/17/2013 5:12:04 AM
CAD_U|CAFKU|E4354|AIQ|20130301093917|FKU-1A|||//10/17/2013 5:12:05 AM
CAD_U|CAFKU|E4354|AIQ|20130301093917|FKU-1A|||//10/17/2013 5:12:05 AM
CAD_U|CAFKU|E4361|AIQ|20130424215721|FKU-1A|||//10/17/2013 5:12:06 AM
CAD_U|CAFKU|E4361|AIQ|20130424215721|FKU-1A|||//10/17/2013 5:12:06 AM
CAD_U|CAFKU|E4361|AIQ|20130424215721|FKU-1A|||//10/17/2013 5:12:06 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 5:12:07 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 5:12:07 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 5:12:07 AM
CAD_U|CAFKU|E4364|AIQ|20130424211107|FKU-1A|||//10/17/2013 5:12:08 AM
CAD_U|CAFKU|E4364|AIQ|20130424211107|FKU-1A|||//10/17/2013 5:12:08 AM
CAD_U|CAFKU|E4368|AIQ|20130408081652|FKU-2|||//10/17/2013 5:12:09 AM
CAD_U|CAFKU|E4368|AIQ|20130408081652|FKU-2|||//10/17/2013 5:12:09 AM
CAD_U|CAFKU|E4368|AIQ|20130408081652|FKU-2|||//10/17/2013 5:12:09 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 5:12:10 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 5:12:10 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//10/17/2013 5:12:11 AM
CAD_U|CAFKU|E4373|AIQ|20130424211125|FKU-2|||//10/17/2013 5:12:12 AM
CAD_U|CAFKU|E4373|AIQ|20130424211125|FKU-2|||//10/17/2013 5:12:12 AM
CAD_U|CAFKU|E4373|AIQ|20130424211125|FKU-2|||//10/17/2013 5:12:12 AM
CAD_U|CAFKU|E4382|AIQ|20130410172033|FKU-2|||//10/17/2013 5:12:13 AM
CAD_U|CAFKU|E4382|AIQ|20130410172033|FKU-2|||//10/17/2013 5:12:13 AM
CAD_U|CAFKU|E4382|AIQ|20130410172033|FKU-2|||//10/17/2013 5:12:13 AM
CAD_U|CAFKU|E4383|AIQ|20130424211127|FKU-1A|||//10/17/2013 5:12:14 AM
CAD_U|CAFKU|E4383|AIQ|20130424211127|FKU-1A|||//10/17/2013 5:12:14 AM
CAD_U|CAFKU|E4383|AIQ|20130424211127|FKU-1A|||//10/17/2013 5:12:14 AM
CAD_U|CAFKU|MIR1|AIQ|20130408091444|FKU-2|||//10/17/2013 5:12:15 AM
CAD_U|CAFKU|MIR1|AIQ|20130408091444|FKU-2|||//10/17/2013 5:12:15 AM
CAD_U|CAFKU|MIR1|AIQ|20130408091444|FKU-2|||//10/17/2013 5:12:15 AM
CAD_U|CAFKU|MIR2|AIQ|20130421081010|FKU-2|||//10/17/2013 5:12:16 AM
CAD_U|CAFKU|MIR2|AIQ|20130421081010|FKU-2|||//10/17/2013 5:12:16 AM
CAD_U|CAFKU|MIR2|AIQ|20130421081010|FKU-2|||//10/17/2013 5:12:16 AM
CAD_U|CAFKU|MIR3|AIQ|20130422091630|FKU-1A|||//10/17/2013 5:12:17 AM
CAD_U|CAFKU|MIR3|AIQ|20130422091630|FKU-1A|||//10/17/2013 5:12:17 AM
CAD_U|CAFKU|MIR3|AIQ|20130422091630|FKU-1A|||//10/17/2013 5:12:17 AM
CAD_U|CAFKU|MIR4|AIQ|20130422091651|FKU-2|||//10/17/2013 5:12:18 AM
CAD_U|CAFKU|MIR4|AIQ|20130422091651|FKU-2|||//10/17/2013 5:12:18 AM
CAD_U|CAFKU|MIR4|AIQ|20130422091651|FKU-2|||//10/17/2013 5:12:18 AM
CAD_U|CAFKU|D4340|AIQ|20130609174328|FKU-1A|||//10/17/2013 5:18:03 AM
CAD_U|CAFKU|D4340|AIQ|20130609174328|FKU-1A|||//10/17/2013 5:18:03 AM
CAD_U|CAFKU|D4340|AIQ|20130609174328|FKU-1A|||//10/17/2013 5:18:03 AM
CAD_U|CAFKU|D4341|AIQ|20130707152524|FKU-1A|||//10/17/2013 5:18:04 AM
CAD_U|CAFKU|D4341|AIQ|20130707152524|FKU-1A|||//10/17/2013 5:18:04 AM
CAD_U|CAFKU|E4352|AIQ|20130501104647|FKU-2|||//10/17/2013 5:18:05 AM
CAD_U|CAFKU|E4352|AIQ|20130501104647|FKU-2|||//10/17/2013 5:18:05 AM
CAD_U|CAFKU|E4352|AIQ|20130501104647|FKU-2|||//10/17/2013 5:18:05 AM
CAD_U|CACDF|C406|AIQ|20130815171931|BVHB|||//10/17/2013 5:18:06 AM
CAD_U|CACDF|C406|AIQ|20130815171931|BVHB|||//10/17/2013 5:18:06 AM
CAD_U|CACDF|C406|AIQ|20130815171931|BVHB|||//10/17/2013 5:18:06 AM
CAD_U|CABEU|D4641|AIQ|20130719080036|BEU-30|||//10/17/2013 5:18:07 AM
CAD_U|CABEU|D4641|AIQ|20130719080036|BEU-30|||//10/17/2013 5:18:07 AM
CAD_U|CABEU|D4641|AIQ|20130719080036|BEU-30|||//10/17/2013 5:18:07 AM
CAD_U|CABEU|D4643|AIQ|20130804211514|BEU-30|||//10/17/2013 5:18:09 AM
CAD_U|CABEU|D4643|AIQ|20130804211514|BEU-30|||//10/17/2013 5:18:09 AM
CAD_U|CABEU|D4643|AIQ|20130804211514|BEU-30|||//10/17/2013 5:18:09 AM
CAD_U|CABEU|E4661|AIQ|20130824132327|BEU-30|||//10/17/2013 5:18:10 AM
CAD_U|CABEU|E4661|AIQ|20130824132327|BEU-30|||//10/17/2013 5:18:10 AM
CAD_U|CABEU|E4661|AIQ|20130824132327|BEU-30|||//10/17/2013 5:18:10 AM
CAD_U|CABEU|E4663|AIQ|20130924054912|BEU-30|||//10/17/2013 5:18:11 AM
CAD_U|CABEU|E4663|AIQ|20130924054912|BEU-30|||//10/17/2013 5:18:11 AM
CAD_U|CABEU|E4663|AIQ|20130924054912|BEU-30|||//10/17/2013 5:18:11 AM
CAD_U|CABEU|E4664|AIQ|20131012121541|BEU-31|||//10/17/2013 5:18:12 AM
CAD_U|CABEU|E4664|AIQ|20131012121541|BEU-31|||//10/17/2013 5:18:12 AM
CAD_U|CABEU|E4665|AIQ|20130913113259|BEU-30|||//10/17/2013 5:18:13 AM
CAD_U|CABEU|E4665|AIQ|20130913113259|BEU-30|||//10/17/2013 5:18:13 AM
CAD_U|CABEU|E4665|AIQ|20130913113259|BEU-30|||//10/17/2013 5:18:13 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 5:18:14 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 5:18:14 AM
CAD_U|CABEU|E4666|AIQ|20130910070153|BEU-30|||//10/17/2013 5:18:14 AM
CAD_U|CABEU|E4669|AIQ|20131016110516|BEU-30|||//10/17/2013 5:18:15 AM
CAD_U|CABEU|E4669|AIQ|20131016110516|BEU-30|||//10/17/2013 5:18:15 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 5:18:16 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 5:18:16 AM
CAD_U|CABEU|E4673|AIQ|20130716194927|BEU-30|||//10/17/2013 5:18:16 AM
CAD_U|CABEU|E4674|AIQ|20130924161135|BEU-30|||//10/17/2013 5:18:17 AM
CAD_U|CABEU|E4674|AIQ|20130924161135|BEU-30|||//10/17/2013 5:18:17 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:18:19 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:18:19 AM
CAD_U|CAFKU|E4353|AIQ|20130513092919|FKU-2|||//10/17/2013 5:18:19 AM
CAD_U|CAFKU|E4354|AIQ|20130804163003|FKU-1A|||//10/17/2013 5:18:20 AM
CAD_U|CAFKU|E4354|AIQ|20130804163003|FKU-1A|||//10/17/2013 5:18:20 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 5:18:21 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 5:18:21 AM
CAD_U|CAFKU|E4361|AIQ|20130627151428|FKU-1A|||//10/17/2013 5:18:21 AM
CAD_U|CAFKU|E4362|AIQ|20130403120145|FKU-2|||//10/17/2013 5:18:22 AM
