CAD_E|CASLC13002311|CASLU2013002031|EMS3CDF/|20130318231438|MED|MEDICAL AID CODE 3|-120.718896|35.193995|62 @ 1551 SPARROW ST ||6399 BLK VERDUGO RANCH WAY|6299 BLK KESTREL LN|633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 12:00:55 AM
CAD_E|CASLC13002311|CASLU2013002031|EMS3CDF/|20130318231438|MED|MEDICAL AID CODE 3|-120.718896|35.193995|62 @ 1551 SPARROW ST ||6399 BLK VERDUGO RANCH WAY|6299 BLK KESTREL LN|633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 12:00:55 AM
CAD_U|CASLC|BS62|AIQ|20130319000055|A-24C|||//3/19/2013 12:00:55 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,C527,E21,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,D3440|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 1:02:56 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||T75|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 1:03:16 AM
CAD_U|CACDF|AA340|AIQ|20130319010315|R-8A|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|B3411|AIQ|20130319010315|A-36I|||//3/19/2013 1:03:16 AM
CAD_U|CALPF|C527|AIQ|20130319010315|E-3A|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|CUE1|AIQ|20130319010315|A-10B|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|CUE2|AIQ|20130319010315|A-10B|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|D3440|AIQ|20130319010315|A-36B|||//3/19/2013 1:03:16 AM
CAD_U|CASLC|E21|AIQ|20130319010315|A-22A|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|E3465|AIQ|20130319010315|K-11A|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|E3467|AIQ|20130319010315|E-19B|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|E3469|AIQ|20130319010315|B-7A|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|E3470|AIQ|20130319010315|A-32L|||//3/19/2013 1:03:16 AM
CAD_U|CASLU|E3484|AIQ|20130319010315|A-36B|||//3/19/2013 1:03:16 AM
CAD_U|CACDF|T74|AIQ|20130319010315|R-8A|||//3/19/2013 1:03:16 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 1:03:20 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 1:03:20 AM
CAD_U|CACDF|T75|AIQ|20130319010320|R-8A|||//3/19/2013 1:03:20 AM
CAD_U|CASLU|B3414|DSP|20130319010125|K-11B|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CALPF|BLPF|DSP|20130319010126|166-K|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASBC|C308|DSP|20130319010125|SYHB|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASLU|CAM21|DSP|20130319010126|VNT|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASLU|CUE3|DSP|20130319010126|A-10B|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASBC|DSBC1|DSP|20130319010126|SBC-24|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASBC|DSBC2|DSP|20130319010126|SBC-24|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:25 AM
CAD_U|CASLU|E3466|DSP|20130319010126|G-16A|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CASLU|E3468|DSP|20130319010126|F-10A|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CABEU|E4674|REQ|20130319010126|BEU-30|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CAPSM|E63|DSP|20130319010125|A-32L|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CAPSM|E64|DSP|20130319010125|A-32M|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CALPF|ELPF-PC|DSP|20130319010126|166-K|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CALPF|ELPF-PZ|DSP|20130319010126|K-23A|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CASBC|SBC1-2|DSP|20130319010126|SBC-24|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CASLC|WT21|DSP|20130319010126|A-22A|13000042|FWLH|CASLU2013000033//3/19/2013 1:03:26 AM
CAD_U|CACDF|C406|REQ|20130319004705|BVHB|13000041|FWLH|CASLU2013000032//3/19/2013 1:10:50 AM
CAD_U|CACDF|C406|REQ|20130319004705|BVHB|13000041|FWLH|CASLU2013000032//3/19/2013 1:10:50 AM
CAD_U|CABEU|D4641|AIQ|20130227101454|BEU-30|||//3/19/2013 1:10:52 AM
CAD_U|CABEU|D4641|AIQ|20130227101454|BEU-30|||//3/19/2013 1:10:52 AM
CAD_U|CABEU|D4641|AIQ|20130227101454|BEU-30|||//3/19/2013 1:10:52 AM
CAD_U|CABEU|D4643|AIQ|20130226204858|BEU-30|||//3/19/2013 1:10:53 AM
CAD_U|CABEU|D4643|AIQ|20130226204858|BEU-30|||//3/19/2013 1:10:53 AM
CAD_U|CABEU|D4643|AIQ|20130226204858|BEU-30|||//3/19/2013 1:10:53 AM
CAD_U|CABEU|D4645|AIQ|20130226204901|BEU-30|||//3/19/2013 1:10:54 AM
CAD_U|CABEU|D4645|AIQ|20130226204901|BEU-30|||//3/19/2013 1:10:54 AM
CAD_U|CABEU|D4645|AIQ|20130226204901|BEU-30|||//3/19/2013 1:10:54 AM
CAD_U|CABEU|E4661|AIQ|20130316103548|BEU-30|||//3/19/2013 1:10:55 AM
CAD_U|CABEU|E4661|AIQ|20130316103548|BEU-30|||//3/19/2013 1:10:55 AM
CAD_U|CABEU|E4661|AIQ|20130316103548|BEU-30|||//3/19/2013 1:10:55 AM
CAD_U|CABEU|E4663|AIQ|20130316103550|BEU-30|||//3/19/2013 1:10:56 AM
CAD_U|CABEU|E4663|AIQ|20130316103550|BEU-30|||//3/19/2013 1:10:56 AM
CAD_U|CABEU|E4663|AIQ|20130316103550|BEU-30|||//3/19/2013 1:10:56 AM
CAD_U|CABEU|E4664|REQ|20130317134036|BEU-31|13000036|FWLH|CASLU2013000028//3/19/2013 1:10:56 AM
CAD_U|CABEU|E4664|REQ|20130317134036|BEU-31|13000036|FWLH|CASLU2013000028//3/19/2013 1:10:56 AM
CAD_U|CABEU|E4665|AIQ|20130316103552|BEU-30|||//3/19/2013 1:10:57 AM
CAD_U|CABEU|E4665|AIQ|20130316103552|BEU-30|||//3/19/2013 1:10:57 AM
CAD_U|CABEU|E4665|AIQ|20130316103552|BEU-30|||//3/19/2013 1:10:57 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 1:10:58 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 1:10:58 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 1:10:58 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 1:11:00 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 1:11:00 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 1:11:00 AM
CAD_U|CABEU|E4674|REQ|20130319010126|BEU-30|13000042|FWLH|CASLU2013000033//3/19/2013 1:11:00 AM
CAD_U|CABEU|E4674|REQ|20130319010126|BEU-30|13000042|FWLH|CASLU2013000033//3/19/2013 1:11:00 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 1:11:01 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 1:11:01 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 1:11:01 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 1:11:02 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 1:11:02 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 1:11:02 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 1:11:03 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 1:11:03 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 1:11:03 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 1:11:04 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 1:11:04 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 1:11:04 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 1:11:05 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 1:11:05 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 1:11:05 AM
CAD_U|CABEU|E4684|REQ|20130317134036|BEU-35|13000036|FWLH|CASLU2013000028//3/19/2013 1:11:05 AM
CAD_U|CABEU|E4684|REQ|20130317134036|BEU-35|13000036|FWLH|CASLU2013000028//3/19/2013 1:11:05 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 1:11:06 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 1:11:06 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 1:11:06 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 1:11:08 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 1:11:08 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 1:11:08 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 1:11:09 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 1:11:09 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 1:11:09 AM
CAD_U|CABEU|E4694|REQ|20130317134036|BEU-30|13000036|FWLH|CASLU2013000028//3/19/2013 1:11:09 AM
CAD_U|CABEU|E4694|REQ|20130317134036|BEU-30|13000036|FWLH|CASLU2013000028//3/19/2013 1:11:09 AM
CAD_U|CAFKU|D4340|AIQ|20130316184315|FKU-1A|||//3/19/2013 1:11:10 AM
CAD_U|CAFKU|D4340|AIQ|20130316184315|FKU-1A|||//3/19/2013 1:11:10 AM
CAD_U|CAFKU|D4340|AIQ|20130316184315|FKU-1A|||//3/19/2013 1:11:10 AM
CAD_U|CAFKU|D4341|AIQ|20130316184313|FKU-1A|||//3/19/2013 1:11:11 AM
CAD_U|CAFKU|D4341|AIQ|20130316184313|FKU-1A|||//3/19/2013 1:11:11 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 1:11:12 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 1:11:12 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 1:11:12 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 1:11:13 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 1:11:13 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 1:11:13 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 1:11:14 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 1:11:14 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 1:11:14 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 1:11:15 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 1:11:15 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 1:11:15 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 1:11:17 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 1:11:17 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 1:11:17 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 1:11:18 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 1:11:18 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 1:11:18 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 1:11:19 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 1:11:19 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 1:11:19 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 1:11:20 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 1:11:20 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 1:11:20 AM
CAD_U|CACDF|T80|REQ|20130319004705|HAAB|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:20 AM
CAD_U|CACDF|T80|REQ|20130319004705|HAAB|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:20 AM
CAD_U|CACDF|T81|REQ|20130319004705|HAAB|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:20 AM
CAD_U|CACDF|T81|REQ|20130319004705|HAAB|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:20 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 1:11:21 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 1:11:21 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 1:11:21 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 1:11:22 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 1:11:22 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 1:11:22 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 1:11:23 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 1:11:23 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 1:11:23 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 1:11:24 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 1:11:24 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 1:11:24 AM
CAD_U|CAFKU|E4364|AIQ|20130316184146|FKU-1A|||//3/19/2013 1:11:26 AM
CAD_U|CAFKU|E4364|AIQ|20130316184146|FKU-1A|||//3/19/2013 1:11:26 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 1:11:27 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 1:11:27 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 1:11:27 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 1:11:28 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 1:11:28 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 1:11:28 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 1:11:29 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 1:11:29 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 1:11:29 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 1:11:30 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 1:11:30 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 1:11:30 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 1:11:31 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 1:11:31 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 1:11:31 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 1:11:32 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 1:11:32 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 1:11:32 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 1:11:33 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 1:11:33 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 1:11:33 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 1:11:34 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 1:11:34 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 1:11:34 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 1:11:36 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 1:11:36 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 1:11:36 AM
CAD_U|CASLC|E33|ENR|20130319005145|H-6A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|E3460|ENR|20130319005145|L-3A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|E3461|ENR|20130319005145|D-15A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|E3462|ENR|20130319005145|R-17A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|E3472|ENR|20130319005145|R-17A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|E3477|ENR|20130319005145|K-11A|13000041|FWLH|CASLU2013000032//3/19/2013 1:11:49 AM
CAD_U|CASLU|B3413|ENR|20130319005236|K-11B|13000041|FWLH|CASLU2013000032//3/19/2013 1:12:37 AM
CAD_U|CASLU|CUE4|ENR|20130319005236|A-10B|13000041|FWLH|CASLU2013000032//3/19/2013 1:12:37 AM
CAD_U|CASLU|CUE5|ENR|20130319005236|A-10B|13000041|FWLH|CASLU2013000032//3/19/2013 1:12:37 AM
CAD_U|CASLU|D3442|ENR|20130319005236|R-8B|13000041|FWLH|CASLU2013000032//3/19/2013 1:12:37 AM
CAD_U|CABEU|D4643|AIQ|20130308075320|BEU-30|||//3/19/2013 1:38:18 AM
CAD_U|CABEU|D4643|AIQ|20130308075320|BEU-30|||//3/19/2013 1:38:18 AM
CAD_U|CABEU|D4643|AIQ|20130308075320|BEU-30|||//3/19/2013 1:38:19 AM
CAD_U|CABEU|E4663|AIQ|20121013213447|BEU-30|||//3/19/2013 1:38:20 AM
CAD_U|CABEU|E4663|AIQ|20121013213447|BEU-30|||//3/19/2013 1:38:20 AM
CAD_U|CABEU|E4663|AIQ|20121013213447|BEU-30|||//3/19/2013 1:38:20 AM
CAD_U|CABEU|E4675|AIQ|20130318075247|BEU-30|||//3/19/2013 1:38:21 AM
CAD_U|CABEU|E4675|AIQ|20130318075247|BEU-30|||//3/19/2013 1:38:21 AM
CAD_U|CABEU|E4675|AIQ|20130318075247|BEU-30|||//3/19/2013 1:38:21 AM
CAD_U|CABEU|E4677|AIQ|20121211160744|BEU-30|||//3/19/2013 1:38:22 AM
CAD_U|CABEU|E4677|AIQ|20121211160744|BEU-30|||//3/19/2013 1:38:22 AM
CAD_U|CABEU|E4677|AIQ|20121211160744|BEU-30|||//3/19/2013 1:38:22 AM
CAD_U|CABEU|E4691|AIQ|20130111124344|BEU-30|||//3/19/2013 1:38:23 AM
CAD_U|CABEU|E4691|AIQ|20130111124344|BEU-30|||//3/19/2013 1:38:23 AM
CAD_U|CABEU|E4691|AIQ|20130111124344|BEU-30|||//3/19/2013 1:38:23 AM
CAD_U|CABEU|E4693|AIQ|20130223075013|BEU-30|||//3/19/2013 1:38:24 AM
CAD_U|CABEU|E4693|AIQ|20130223075013|BEU-30|||//3/19/2013 1:38:24 AM
CAD_U|CABEU|E4693|AIQ|20130223075013|BEU-30|||//3/19/2013 1:38:24 AM
CAD_U|CABEU|GAB3|AIQ|20130318080507|BEU-30|||//3/19/2013 1:38:25 AM
CAD_U|CABEU|GAB3|AIQ|20130318080507|BEU-30|||//3/19/2013 1:38:25 AM
CAD_U|CABEU|GAB3|AIQ|20130318080507|BEU-30|||//3/19/2013 1:38:25 AM
CAD_U|CABEU|GAB4|AIQ|20130317074927|BEU-30|||//3/19/2013 1:38:26 AM
CAD_U|CABEU|GAB4|AIQ|20130317074927|BEU-30|||//3/19/2013 1:38:26 AM
CAD_U|CABEU|GAB4|AIQ|20130317074927|BEU-30|||//3/19/2013 1:38:26 AM
CAD_U|CABEU|GAB5|AIQ|20130318080514|BEU-30|||//3/19/2013 1:38:27 AM
CAD_U|CABEU|GAB5|AIQ|20130318080514|BEU-30|||//3/19/2013 1:38:27 AM
CAD_U|CABEU|GAB5|AIQ|20130318080514|BEU-30|||//3/19/2013 1:38:27 AM
CAD_U|CABEU|GAB6|AIQ|20130318080518|BEU-30|||//3/19/2013 1:38:29 AM
CAD_U|CABEU|GAB6|AIQ|20130318080518|BEU-30|||//3/19/2013 1:38:29 AM
CAD_U|CABEU|GAB6|AIQ|20130318080518|BEU-30|||//3/19/2013 1:38:29 AM
CAD_U|CAFKU|E4352|AIQ|20130227172730|FKU-2|||//3/19/2013 1:38:30 AM
CAD_U|CAFKU|E4352|AIQ|20130227172730|FKU-2|||//3/19/2013 1:38:30 AM
CAD_U|CAFKU|E4352|AIQ|20130227172730|FKU-2|||//3/19/2013 1:38:30 AM
CAD_U|CAFKU|E4354|AIQ|20130301093917|FKU-1A|||//3/19/2013 1:38:31 AM
CAD_U|CAFKU|E4354|AIQ|20130301093917|FKU-1A|||//3/19/2013 1:38:31 AM
CAD_U|CAFKU|E4354|AIQ|20130301093917|FKU-1A|||//3/19/2013 1:38:31 AM
CAD_U|CAFKU|E4363|AIQ|20130313125218|FKU-2|||//3/19/2013 1:38:32 AM
CAD_U|CAFKU|E4363|AIQ|20130313125218|FKU-2|||//3/19/2013 1:38:32 AM
CAD_U|CAFKU|E4363|AIQ|20130313125218|FKU-2|||//3/19/2013 1:38:32 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//3/19/2013 1:38:33 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//3/19/2013 1:38:33 AM
CAD_U|CAFKU|E4371|AIQ|20130227105257|FKU-2|||//3/19/2013 1:38:33 AM
CAD_U|CAFKU|E4382|AIQ|20130206140833|FKU-2|||//3/19/2013 1:38:34 AM
CAD_U|CAFKU|E4382|AIQ|20130206140833|FKU-2|||//3/19/2013 1:38:34 AM
CAD_U|CAFKU|E4382|AIQ|20130206140833|FKU-2|||//3/19/2013 1:38:34 AM
CAD_U|CAFKU|E4383|AIQ|20130313132229|FKU-1A|||//3/19/2013 1:38:35 AM
CAD_U|CAFKU|E4383|AIQ|20130313132229|FKU-1A|||//3/19/2013 1:38:35 AM
CAD_U|CAFKU|E4383|AIQ|20130313132229|FKU-1A|||//3/19/2013 1:38:35 AM
CAD_U|CAFKU|MIR1|AIQ|20130311074754|FKU-2|||//3/19/2013 1:38:36 AM
CAD_U|CAFKU|MIR1|AIQ|20130311074754|FKU-2|||//3/19/2013 1:38:36 AM
CAD_U|CAFKU|MIR1|AIQ|20130311074754|FKU-2|||//3/19/2013 1:38:36 AM
CAD_U|CAFKU|MIR2|AIQ|20130318082613|FKU-2|||//3/19/2013 1:38:37 AM
CAD_U|CAFKU|MIR2|AIQ|20130318082613|FKU-2|||//3/19/2013 1:38:37 AM
CAD_U|CAFKU|MIR2|AIQ|20130318082613|FKU-2|||//3/19/2013 1:38:37 AM
CAD_U|CAFKU|MIR3|AIQ|20130318082617|FKU-1A|||//3/19/2013 1:38:39 AM
CAD_U|CAFKU|MIR3|AIQ|20130318082617|FKU-1A|||//3/19/2013 1:38:39 AM
CAD_U|CAFKU|MIR3|AIQ|20130318082617|FKU-1A|||//3/19/2013 1:38:39 AM
CAD_U|CAFKU|MIR4|AIQ|20130318082620|FKU-2|||//3/19/2013 1:38:40 AM
CAD_U|CAFKU|MIR4|AIQ|20130318082620|FKU-2|||//3/19/2013 1:38:40 AM
CAD_U|CAFKU|MIR4|AIQ|20130318082620|FKU-2|||//3/19/2013 1:38:40 AM
CAD_E|CAPSM13002312|CASLU||20130319015237|PAO|PA, PUBLIC ASSIST|-120.621272|35.141422|37 LA GAVIOTA ST |PB|35 BLK EL VIENTO ST|169 BLK LA PUESTA DEL SOL|714_E_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 1:52:39 AM
CAD_E|CAPSM13002312|CASLU2013002032|LA GAVIOTA ST  PB|20130319015237|PAO|PA, PUBLIC ASSIST|-120.621272|35.141422|37 LA GAVIOTA ST |PB|35 BLK EL VIENTO ST|169 BLK LA PUESTA DEL SOL|714_E_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 1:52:50 AM
