CAD_U|CASLC|WT50|RTQ|20160608234641|C-7A|16008363|FSR|CASLU2016006104//6/9/2016 12:11:44 AM
CAD_U|CAFKU|E4368|AIQ|20160608085544|FKU-2|||//6/9/2016 6:19:27 AM
CAD_U|CAFKU|E4368|AIQ|20160608085544|FKU-2|||//6/9/2016 6:19:31 AM
CAD_U|CAFKU|E4368|AIQ|20160608085544|FKU-2|||//6/9/2016 6:19:32 AM
CAD_U|CAFKU|E4368|AIQ|20160608085544|FKU-2|||//6/9/2016 6:19:32 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:00 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:00 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:00 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:05 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:05 AM
CAD_U|CABEU|E4673|AIQ|20160605095640|BEU-30|||//6/9/2016 6:20:05 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:15 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:15 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:30 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:30 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:32 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|OOA|OTH, ASSIST|-120.727177|35.320794|324 JACANA CT||TATTLER ST|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 6:29:32 AM
CAD_E|CASLU16008383|CASLU||20160609063001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:30:01 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:30:41 AM
CAD_E|CASLC16008382|CASLU|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:30:42 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:30:47 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:30:47 AM
CAD_U|CASLC|ME22|DSP|20160609063047|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:30:47 AM
CAD_U|CASLC|P22|AIQ|20160605133837|N-3A|||//6/9/2016 6:30:47 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:06 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:06 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:06 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:11 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:11 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 6:31:11 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:21 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:21 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:21 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:25 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:25 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 6:31:25 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:31:47 AM
CAD_U|CASLC|ME22|ENR|20160609063146|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:31:47 AM
CAD_U|CASLC|ME22|ENR|20160609063146|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:31:47 AM
CAD_E|CASLU16008383|CASLU||20160609063001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:32:05 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:32:06 AM
CAD_E|CASBY16008379|CASLU2016006117|LOS OSOS EARLY CARE ED. C|20160609043525|PAA|PA, PUBLIC ASSIST AGENCY|-120.836235|35.310432|LOS OSOS EARLY CARE ED. CENTER @ 880 MANZANITA DR |LOS_OSOS|2300 BLK PALISADES AVE| DEAD-END|631_H_7|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:32:12 AM
CAD_E|CASBY16008379//6/9/2016 6:32:14 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:32:22 AM
CAD_E|CASBY16008379//6/9/2016 6:32:29 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:32:30 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:52 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:52 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:52 AM
CAD_E|CASLU16008383|CASLU||20160609063001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:34:57 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:58 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:58 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 6:34:58 AM
CAD_E|CASLU16008383//6/9/2016 6:34:59 AM
CAD_E|CASLU16008383//6/9/2016 6:35:15 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:29 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:29 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:29 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:35 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:35 AM
CAD_U|CABEU|HLT406|AIQ|20160424074545|BEU-30|||//6/9/2016 6:35:35 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:52 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:52 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:52 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:56 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:56 AM
CAD_U|CAFKU|E4362|AIQ|20160520100657|FKU-2|||//6/9/2016 6:35:56 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:36:13 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:33 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:33 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:33 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:38 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:38 AM
CAD_U|CAFKU|E4382|AIQ|20160608085544|FKU-2|||//6/9/2016 6:37:38 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:04 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:05 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:05 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:10 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:10 AM
CAD_U|CABEU|E4675|AIQ|20160509075741|BEU-30|||//6/9/2016 6:38:10 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:20 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:20 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:20 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:24 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:24 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 6:38:24 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:39:56 AM
CAD_U|CASLC|ME22|ONS|20160609063956|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:39:56 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:41:24 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:41:24 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:27 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:27 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:33 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:33 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:33 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:33 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:33 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:38 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:38 AM
CAD_U|CABEU|E4699|AIQ|20160531184454|BEU-30|||//6/9/2016 6:41:38 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:46 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:46 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:46 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:44:47 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:50 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:51 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 6:44:51 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:45:11 AM
CAD_U|CASLC|ME22|ONS|20160609063956|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:45:11 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.574595|35.064920|2200BLK  TATTLER ST ||2250 BLK BRANT ST|2299 BLK DUNLIN WAY|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:47:57 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.578105|35.064119|CYPRESS GARDENS ELDERLY CARE @ 824 JACANA CT || DEAD-END|2399 BLK TATTLER ST|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:48:14 AM
CAD_U|CASLC|ME22|ONS|20160609063956|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:48:14 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 6:49:34 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 6:49:34 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 6:49:39 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 6:49:39 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 6:49:39 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:23 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:23 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:23 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:28 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:28 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:52:28 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:09 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:09 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:09 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:16 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:16 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:53:16 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:39 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:39 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:39 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:45 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:45 AM
CAD_U|CAFKU|E4363|AIQ|20160520091022|FKU-2|||//6/9/2016 6:55:45 AM
CAD_U|CASLU|T3439|AOR|20160609065613|B-15B|||//6/9/2016 6:56:13 AM
CAD_U|CASLU|B3415|AOR|20160609065909|R-17B|||//6/9/2016 6:59:09 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:22 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:22 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:22 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:27 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:27 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 6:59:27 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:47 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:47 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:47 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:52 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:52 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 6:59:52 AM
CAD_E|CASLC16008382|CASLU2016006119|EMS3CDF/|20160609062912|MED|MEDICAL AID CODE 3|-120.578105|35.064119|CYPRESS GARDENS ELDERLY CARE @ 824 JACANA CT || DEAD-END|2399 BLK TATTLER ST|633_B_5/633_B_5||||ME22|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 6:59:59 AM
CAD_U|CASLC|ME22|ONS|20160609063956|N-3A|16008382|MED|CASLU2016006119//6/9/2016 6:59:59 AM
CAD_E|CASLU16008384|CASLU||20160609070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 7:00:01 AM
CAD_U|CASLC|COAST|AIQ|20160609070034|B-11B|||//6/9/2016 7:00:34 AM
CAD_U|CASLC|R30|AIQ|20160608232729|R-17A|||//6/9/2016 7:00:41 AM
CAD_U|CASLC|R21|AIQ|20160606110019|A-22A|||//6/9/2016 7:00:42 AM
CAD_U|CASBY|B15|NOF|20160524220943|B-15A||OUT|//6/9/2016 7:00:42 AM
CAD_U|CASLC|HM1|AIQ|20160518145013|D-12A|||//6/9/2016 7:00:43 AM
CAD_U|CASLC|R33|AIQ|20160530182435|H-6A|||//6/9/2016 7:00:44 AM
CAD_U|CASLC|R20|AIQ|20160606143658|E-19B|||//6/9/2016 7:00:44 AM
CAD_U|CASLC|REHAB42|AIQ|20160602153606|I-11A|||//6/9/2016 7:00:45 AM
CAD_U|CASLC|B33|NOF|20160527142429|NACI1A||OUT|//6/9/2016 7:00:45 AM
CAD_E|CASLU16008384|CASLU||20160609070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 7:02:00 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 7:02:43 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 7:02:44 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 7:02:44 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 7:02:44 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 7:02:44 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 7:02:44 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 7:02:44 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 7:02:46 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 7:02:46 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 7:02:46 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 7:02:46 AM
