CAD_E|CASLC14008910//7/17/2014 12:03:07 AM
CAD_U|CABOB|E8965|AIQ|20140717000307|CR-18A|||//7/17/2014 12:03:07 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 6:11:33 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 6:11:33 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 6:11:33 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:11:34 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:11:34 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//7/17/2014 6:11:35 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//7/17/2014 6:11:35 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//7/17/2014 6:11:35 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:11:37 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:11:37 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:11:37 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//7/17/2014 6:11:38 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//7/17/2014 6:11:38 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//7/17/2014 6:11:38 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//7/17/2014 6:11:39 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//7/17/2014 6:11:39 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//7/17/2014 6:11:39 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//7/17/2014 6:11:40 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//7/17/2014 6:11:40 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//7/17/2014 6:11:40 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 6:11:41 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 6:11:41 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 6:11:41 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//7/17/2014 6:11:42 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//7/17/2014 6:11:42 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//7/17/2014 6:11:42 AM
CAD_U|CAFKU|MIR2|AIQ|20140630071908|FKU-2|||//7/17/2014 6:11:43 AM
CAD_U|CAFKU|MIR2|AIQ|20140630071908|FKU-2|||//7/17/2014 6:11:43 AM
CAD_U|CAFKU|MIR2|AIQ|20140630071908|FKU-2|||//7/17/2014 6:11:43 AM
CAD_U|CAFKU|MIR3|AIQ|20140630071909|FKU-1A|||//7/17/2014 6:11:45 AM
CAD_U|CAFKU|MIR3|AIQ|20140630071909|FKU-1A|||//7/17/2014 6:11:45 AM
CAD_U|CAFKU|MIR3|AIQ|20140630071909|FKU-1A|||//7/17/2014 6:11:45 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//7/17/2014 6:11:46 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//7/17/2014 6:11:46 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//7/17/2014 6:11:46 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:18:50 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:18:51 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:18:51 AM
CAD_E|CASBY14008915//7/17/2014 6:21:07 AM
CAD_U|CASBY|MR15|AOR|20140717062107|B-15A|||//7/17/2014 6:21:07 AM
CAD_E|CASBY14008915//7/17/2014 6:21:22 AM
CAD_U|CASBY|MR15|AIQ|20140717062525|B-15A|||//7/17/2014 6:25:25 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//7/17/2014 6:27:24 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//7/17/2014 6:27:24 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//7/17/2014 6:27:27 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//7/17/2014 6:27:27 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//7/17/2014 6:27:27 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:27:39 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:27:39 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:27:43 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:27:43 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//7/17/2014 6:27:43 AM
CAD_U|CASLU|E3469|AIQ|20140716211157|B-7A|||//7/17/2014 6:31:06 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//7/17/2014 6:34:42 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//7/17/2014 6:34:42 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//7/17/2014 6:34:45 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//7/17/2014 6:34:45 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//7/17/2014 6:34:45 AM
CAD_E|CASLU14008913|CACDF2014030312|CLEAR CREEK|20140716193800|FWL|FIRE, WILDLAND|-120.675988|35.301400|NV-HTF - CLEAR CREEK|SLO_CO| | |653_H_1/653_H_1||-120.676068|35.301374|CUE3,CUE5,ST9394G|Command:COMMAND;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 6:40:54 AM
CAD_E|CASLU14008913|CACDF2014030312|CLEAR CREEK|20140716193800|FWL|FIRE, WILDLAND|-120.679172|35.301949|NV-HTF - 030312 - CLEAR CREEK|SLO_CO| | |653_G_1/653_G_1||-120.680489|35.301392|CUE3,CUE5,ST9394G|Command:COMMAND;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 6:41:26 AM
CAD_U|CASLU|CUE3|ONS|20140717000000|A-10B|14008913|FWL|CACDF2014030312//7/17/2014 6:41:26 AM
CAD_U|CASLU|CUE5|ONS|20140717000000|A-10B|14008913|FWL|CACDF2014030312//7/17/2014 6:41:26 AM
CAD_U|CASLU|ST9394G|ONS|20140717000000|A-36A|14008913|FWL|CACDF2014030312//7/17/2014 6:41:26 AM
CAD_U|CASLU|B3409|AOR|20140717064400|A-36C|||//7/17/2014 6:43:59 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:23 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:23 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:23 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:26 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:26 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//7/17/2014 6:45:26 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:07 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:07 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:07 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:11 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:11 AM
CAD_U|CAFKU|E4370|AIQ|20140711130411|FKU-1A|||//7/17/2014 6:51:11 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:08 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:08 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:08 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:12 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:12 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//7/17/2014 6:52:12 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:21 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:21 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:21 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:24 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:24 AM
CAD_U|CABEU|E4699|AIQ|20140716193426|BEU-30|||//7/17/2014 6:52:24 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:27 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:27 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:27 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:30 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:30 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 6:56:30 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:10 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:10 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:10 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:14 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:14 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//7/17/2014 6:57:14 AM
CAD_E|CASLU14008917|CASLU||20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|4500 ROSS DR / 180 ALMOND DR |SLO_CO|||516|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:57:58 AM
CAD_E|CASLU14008917|CASLU||20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|4500 ROSS DR / 180 ALMOND DR |SLO_CO|||516|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:57:58 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:05 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:05 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:05 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|4500 ROSS DR / 180 ALMOND DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:58:05 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|4500 ROSS DR / 180 ALMOND DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:58:05 AM
CAD_U|CASLC|E52|DSP|20140717065806|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 6:58:05 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:09 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:09 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//7/17/2014 6:58:09 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|4500 ROSS DR / 180 ALMOND DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:58:49 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|180 ALMOND DR SO 4500 ROSS DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 6:58:53 AM
CAD_U|CASLC|E52|DSP|20140717065806|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 6:58:53 AM
CAD_U|CASLU|R3432|AIQ|20140717065941|R-8B|||//7/17/2014 6:59:41 AM
CAD_E|CASLU14008918|CASLU||20140717070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:00:01 AM
CAD_U|CASLC|E52|DSP|20140717065806|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 7:00:08 AM
CAD_U|CASLU|ST9394G|ONS|20140717000000|A-36A|14008913|FWL|CACDF2014030312//7/17/2014 7:00:08 AM
CAD_U|CASLU|CUE1|AIQ|20140716193545|A-10B|||//7/17/2014 7:00:41 AM
CAD_U|CASLU|CUE2|AIQ|20140716193547|A-10B|||//7/17/2014 7:00:41 AM
CAD_U|CASLU|CUE3|ONS|20140717000000|A-10B|14008913|FWL|CACDF2014030312//7/17/2014 7:00:42 AM
CAD_U|CASLU|CUE4|AIQ|20140716193550|A-10B|||//7/17/2014 7:00:43 AM
CAD_U|CASLU|CUE5|ONS|20140717000000|A-10B|14008913|FWL|CACDF2014030312//7/17/2014 7:00:43 AM
CAD_U|CASLU|94STAFF|AIQ|20130929115940|A-10B|||//7/17/2014 7:00:44 AM
CAD_U|CASLU|CUE6|AIQ|20140716193553|A-10B|||//7/17/2014 7:00:44 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|180 ALMOND DR SO 4500 ROSS DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 7:00:45 AM
CAD_U|CASLC|E52|ACK|20140717070045|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 7:00:45 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FCS|FIRE, SMOKE CHECK|-120.499131|35.662241|180 ALMOND DR SO 4500 ROSS DR |SLO_CO|||516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 7:01:00 AM
CAD_U|CASLC|E52|ENR|20140717070100|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 7:01:00 AM
CAD_U|CASLC|E52|ENR|20140717070100|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 7:01:00 AM
CAD_E|CASLU14008918|CASLU||20140717070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:02:03 AM
CAD_U|CASLU|B3422|AOR|20140717070358|A-36E|||//7/17/2014 7:03:58 AM
CAD_E|CASLU14008918|CASLU||20140717070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:05:46 AM
CAD_E|CASLU14008918|CASLU||20140717070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:05:52 AM
CAD_E|CASLU14008918//7/17/2014 7:05:53 AM
CAD_E|CASLU14008918//7/17/2014 7:06:08 AM
CAD_U|CASBY|MR15|AIQ|20140717062525|B-15A|||//7/17/2014 7:06:32 AM
CAD_U|CABEU|E4674|AIQ|20140704150551|BEU-35|||//7/17/2014 7:06:50 AM
CAD_U|CABEU|E4674|AIQ|20140704150551|BEU-35|||//7/17/2014 7:06:50 AM
CAD_U|CABEU|E4674|AIQ|20140704150551|BEU-35|||//7/17/2014 7:06:55 AM
CAD_U|CABEU|E4674|AIQ|20140704150551|BEU-35|||//7/17/2014 7:06:55 AM
CAD_U|CABEU|E4674|AIQ|20140704150551|BEU-35|||//7/17/2014 7:06:55 AM
CAD_U|CASBY|ME15|AIQ|20140716234253|B-15A||MED|//7/17/2014 7:07:48 AM
CAD_U|CASLU|B3419|AOR|20140717070823|SHALHO|||//7/17/2014 7:08:23 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:03 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:03 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:03 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:08 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:08 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:09:08 AM
CAD_U|CASLC|E52|IAO|20140717071100|D-12A|14008917|FCS|CASLU2014006368//7/17/2014 7:11:00 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 7:11:08 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//7/17/2014 7:11:08 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:01 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:01 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:01 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:02 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:02 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//7/17/2014 7:13:02 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:47 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:47 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:47 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:51 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:51 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//7/17/2014 7:18:51 AM
CAD_U|CASLU|94STAFF|AIQ|20130929115940|A-10B|||//7/17/2014 7:19:19 AM
CAD_U|CASLU|CUE1|AIQ|20140716193545|A-10B|||//7/17/2014 7:19:38 AM
CAD_U|CASLU|CUE2|AIQ|20140716193547|A-10B|||//7/17/2014 7:20:05 AM
CAD_U|CASLU|CUE4|AIQ|20140716193550|A-10B|||//7/17/2014 7:20:24 AM
CAD_U|CASLU|CAM22|AIQ|20140716193537|VNT|||//7/17/2014 7:20:43 AM
CAD_U|CASLU|CUE6|AIQ|20140716193553|A-10B|||//7/17/2014 7:21:29 AM
CAD_U|CASLU|C3401|AIQ|20140717072220|A-36E|||//7/17/2014 7:22:20 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:39 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:39 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:39 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:41 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:41 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:41 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:44 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:44 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//7/17/2014 7:23:44 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:46 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:46 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//7/17/2014 7:23:46 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:10 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:10 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:10 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:12 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:12 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//7/17/2014 7:24:12 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FFA|FIRE, FALSE ALARM|-120.499664|35.660907|4555 ARTESIA DR |SLO_CO|150 BLK ALMOND DR| DEAD-END|516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 7:24:45 AM
CAD_U|CASLC|E52|IAO|20140717071100|D-12A|14008917|FFA|CASLU2014006368//7/17/2014 7:24:45 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FFA|FIRE, FALSE ALARM|-120.499664|35.660907|4555 ARTESIA DR |SLO_CO|150 BLK ALMOND DR| DEAD-END|516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 7:24:51 AM
CAD_U|CASLC|E52|ONS|20140717072452|D-12A|14008917|FFA|CASLU2014006368//7/17/2014 7:24:51 AM
CAD_U|CASLC|E52|RTQ|20140717072454|D-12A|14008917|FFA|CASLU2014006368//7/17/2014 7:24:54 AM
CAD_E|CASLU14008917|CASLU2014006368|ROSS DR / ALMOND DR|20140717065758|FFA|FIRE, FALSE ALARM|-120.499664|35.660907|4555 ARTESIA DR |SLO_CO|150 BLK ALMOND DR| DEAD-END|516||||E52|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G;//7/17/2014 7:25:06 AM
CAD_U|CASLC|E52|RTQ|20140717072454|D-12A|14008917|FFA|CASLU2014006368//7/17/2014 7:25:06 AM
CAD_E|CASLU14008917//7/17/2014 7:25:12 AM
CAD_U|CASLC|E52|AIQ|20140717072512|D-12A|||//7/17/2014 7:25:12 AM
CAD_U|CASLC|E52|AIQ|20140717072513|D-12A|||//7/17/2014 7:25:13 AM
CAD_U|CASLC|E52|AIQ|20140717072514|D-12A|||//7/17/2014 7:25:14 AM
CAD_U|CASLC|E52|AIQ|20140717072515|D-12A|||//7/17/2014 7:25:15 AM
CAD_U|CASLC|E52|AIQ|20140717072516|D-12A|||//7/17/2014 7:25:16 AM
CAD_E|CASLU14008917//7/17/2014 7:25:27 AM
CAD_E|CASLC14008919|CASLU|EMS3CDF/|20140717072547|OOA|OTH, ASSIST|-120.727177|35.320794|1109 RAMONA AVE||12TH ST|11TH ST|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 7:25:51 AM
CAD_E|CASLC14008919|CASLU|EMS3CDF/|20140717072547|OOA|OTH, ASSIST|-120.727177|35.320794|1109 RAMONA AVE||12TH ST|11TH ST|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 7:25:52 AM
CAD_E|CASLC14008919|CASLU|EMS3CDF/|20140717072547|OOA|OTH, ASSIST|-120.727177|35.320794|1109 RAMONA AVE||12TH ST|11TH ST|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 7:25:54 AM
CAD_E|CASLC14008919|CASLU|EMS3CDF/|20140717072547|OOA|OTH, ASSIST|-120.727177|35.320794|1109 RAMONA AVE||12TH ST|11TH ST|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//7/17/2014 7:25:55 AM
CAD_E|CASLC14008919|CASLU|EMS3CDF/|20140717072547|MED|MEDICAL AID CODE 3|-120.830830|35.320645|1109 RAMONA AVE ||1700 BLK 11TH ST|1700 BLK 12TH ST|633_B_5/633_B_5|||||Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:26:21 AM
CAD_E|CASLC14008919|CASLU2014006369|EMS3CDF/|20140717072547|MED|MEDICAL AID CODE 3|-120.830830|35.320645|1109 RAMONA AVE ||1700 BLK 11TH ST|1700 BLK 12TH ST|633_B_5/633_B_5||||ME15,MR15|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:26:38 AM
CAD_E|CASLC14008919|CASLU2014006369|EMS3CDF/|20140717072547|MED|MEDICAL AID CODE 3|-120.830830|35.320645|1109 RAMONA AVE ||1700 BLK 11TH ST|1700 BLK 12TH ST|633_B_5/633_B_5||||ME15,MR15|Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//7/17/2014 7:26:38 AM
CAD_U|CASBY|ME15|DSP|20140717072638|B-15A|14008919|MED|CASLU2014006369//7/17/2014 7:26:38 AM
