CAD_E|CASLU11004372//5/26/2011 12:00:25 AM
CAD_U|CASLU|E3477|AIQ|20110525235949|A-36B|||//5/26/2011 12:00:25 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 3:39:40 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 3:39:40 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 3:39:40 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 3:39:41 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 3:39:41 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 3:39:41 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 3:39:42 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 3:39:42 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 3:39:42 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 3:39:43 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 3:39:43 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 3:39:43 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 3:39:44 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 3:39:45 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 3:39:45 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 3:39:46 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 3:39:46 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 3:39:46 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 3:39:47 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 3:39:47 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 3:39:47 AM
CAD_U|CACDF|T80|AIQ|20110525130924|HAAB|||//5/26/2011 3:39:48 AM
CAD_U|CACDF|T80|AIQ|20110525130924|HAAB|||//5/26/2011 3:39:48 AM
CAD_U|CACDF|T81|AIQ|20110525130929|HAAB|||//5/26/2011 3:39:49 AM
CAD_U|CACDF|T81|AIQ|20110525130929|HAAB|||//5/26/2011 3:39:49 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 3:39:50 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 3:39:50 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 3:39:50 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 3:39:51 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 3:39:51 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 3:39:51 AM
CAD_U|CACDF|C406|AIQ|20110523075440|BVHB|||//5/26/2011 4:28:41 AM
CAD_U|CACDF|C406|AIQ|20110523075440|BVHB|||//5/26/2011 4:28:41 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 4:28:44 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 4:28:44 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 4:28:44 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 4:28:45 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 4:28:45 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 4:28:45 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 4:28:46 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 4:28:46 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 4:28:46 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 4:28:47 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 4:28:48 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 4:28:48 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 4:28:49 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 4:28:49 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 4:28:49 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 4:28:50 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 4:28:50 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 4:28:50 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 4:28:51 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 4:28:51 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 4:28:51 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 4:28:52 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 4:28:52 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 4:28:52 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 4:28:53 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 4:28:53 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 4:28:53 AM
CAD_U|CABEU|GAB2|AIQ|20110521073130|BEU-30|||//5/26/2011 4:28:54 AM
CAD_U|CABEU|GAB2|AIQ|20110521073130|BEU-30|||//5/26/2011 4:28:54 AM
CAD_U|CABEU|GAB2|AIQ|20110521073130|BEU-30|||//5/26/2011 4:28:54 AM
CAD_U|CABEU|GAB3|AIQ|20110523063528|BEU-30|||//5/26/2011 4:28:55 AM
CAD_U|CABEU|GAB3|AIQ|20110523063528|BEU-30|||//5/26/2011 4:28:55 AM
CAD_U|CABEU|GAB3|AIQ|20110523063528|BEU-30|||//5/26/2011 4:28:55 AM
CAD_U|CABEU|GAB4|AIQ|20110523063605|BEU-30|||//5/26/2011 4:28:57 AM
CAD_U|CABEU|GAB4|AIQ|20110523063605|BEU-30|||//5/26/2011 4:28:57 AM
CAD_U|CABEU|GAB4|AIQ|20110523063605|BEU-30|||//5/26/2011 4:28:57 AM
CAD_U|CABEU|GAB5|AIQ|20110524073708|BEU-30|||//5/26/2011 4:28:58 AM
CAD_U|CABEU|GAB5|AIQ|20110524073708|BEU-30|||//5/26/2011 4:28:58 AM
CAD_U|CABEU|GAB5|AIQ|20110524073708|BEU-30|||//5/26/2011 4:28:58 AM
CAD_U|CABEU|GAB6|AIQ|20110521073248|BEU-30|||//5/26/2011 4:28:59 AM
CAD_U|CABEU|GAB6|AIQ|20110521073248|BEU-30|||//5/26/2011 4:28:59 AM
CAD_U|CABEU|GAB6|AIQ|20110521073248|BEU-30|||//5/26/2011 4:28:59 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//5/26/2011 4:29:00 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//5/26/2011 4:29:00 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//5/26/2011 4:29:00 AM
CAD_U|CACDF|C406|AIQ|20110525130947|BVHB|||//5/26/2011 4:29:00 AM
CAD_U|CACDF|C406|AIQ|20110525130947|BVHB|||//5/26/2011 4:29:00 AM
CAD_U|CAFKU|D4341|AIQ|20110502083100|FKU-1A|||//5/26/2011 4:29:01 AM
CAD_U|CAFKU|D4341|AIQ|20110502083100|FKU-1A|||//5/26/2011 4:29:01 AM
CAD_U|CACDF|AA430|AIQ|20110501202736|FAAB|||//5/26/2011 4:29:01 AM
CAD_U|CACDF|AA430|AIQ|20110501202736|FAAB|||//5/26/2011 4:29:01 AM
CAD_U|CAFKU|E4354|AIQ|20110525000839|FKU-1A|||//5/26/2011 4:29:02 AM
CAD_U|CAFKU|E4354|AIQ|20110525000839|FKU-1A|||//5/26/2011 4:29:02 AM
CAD_U|CAFKU|D4340|AIQ|20110501220032|FKU-1A|||//5/26/2011 4:29:02 AM
CAD_U|CAFKU|D4340|AIQ|20110501220032|FKU-1A|||//5/26/2011 4:29:02 AM
CAD_U|CAFKU|D4340|AIQ|20110501220032|FKU-1A|||//5/26/2011 4:29:02 AM
CAD_U|CAFKU|E4361|AIQ|20110523180840|FKU-1A|||//5/26/2011 4:29:03 AM
CAD_U|CAFKU|E4361|AIQ|20110523180840|FKU-1A|||//5/26/2011 4:29:03 AM
CAD_U|CAFKU|E4361|AIQ|20110523180840|FKU-1A|||//5/26/2011 4:29:03 AM
CAD_U|CABEU|D4641|AIQ|20110309083030|BEU-30|||//5/26/2011 4:29:03 AM
CAD_U|CABEU|D4641|AIQ|20110309083030|BEU-30|||//5/26/2011 4:29:04 AM
CAD_U|CABEU|D4641|AIQ|20110309083030|BEU-30|||//5/26/2011 4:29:04 AM
CAD_U|CAFKU|E4362|AIQ|20110524113901|FKU-2|||//5/26/2011 4:29:04 AM
CAD_U|CAFKU|E4362|AIQ|20110524113901|FKU-2|||//5/26/2011 4:29:04 AM
CAD_U|CAFKU|E4362|AIQ|20110524113901|FKU-2|||//5/26/2011 4:29:04 AM
CAD_U|CABEU|D4643|AIQ|20110213124446|BEU-30|||//5/26/2011 4:29:05 AM
CAD_U|CABEU|D4643|AIQ|20110213124446|BEU-30|||//5/26/2011 4:29:05 AM
CAD_U|CABEU|D4643|AIQ|20110213124446|BEU-30|||//5/26/2011 4:29:05 AM
CAD_U|CAFKU|E4368|AIQ|20110523091530|FKU-2|||//5/26/2011 4:29:05 AM
CAD_U|CAFKU|E4368|AIQ|20110523091530|FKU-2|||//5/26/2011 4:29:05 AM
CAD_U|CAFKU|E4368|AIQ|20110523091530|FKU-2|||//5/26/2011 4:29:05 AM
CAD_U|CABEU|D4645|AIQ|20110404110157|BEU-30|||//5/26/2011 4:29:06 AM
CAD_U|CABEU|D4645|AIQ|20110404110157|BEU-30|||//5/26/2011 4:29:06 AM
CAD_U|CABEU|D4645|AIQ|20110404110157|BEU-30|||//5/26/2011 4:29:06 AM
CAD_U|CAFKU|E4373|AIQ|20110523182916|FKU-2|||//5/26/2011 4:29:07 AM
CAD_U|CAFKU|E4373|AIQ|20110523182916|FKU-2|||//5/26/2011 4:29:07 AM
CAD_U|CAFKU|E4373|AIQ|20110523182916|FKU-2|||//5/26/2011 4:29:07 AM
CAD_U|CABEU|E4656|AIQ|20110222105538|BEU-30|||//5/26/2011 4:29:07 AM
CAD_U|CABEU|E4656|AIQ|20110222105538|BEU-30|||//5/26/2011 4:29:07 AM
CAD_U|CABEU|E4656|AIQ|20110222105538|BEU-30|||//5/26/2011 4:29:07 AM
CAD_U|CAFKU|E4382|AIQ|20110525141157|FKU-2|||//5/26/2011 4:29:08 AM
CAD_U|CAFKU|E4382|AIQ|20110525141157|FKU-2|||//5/26/2011 4:29:08 AM
CAD_U|CAFKU|E4382|AIQ|20110525141157|FKU-2|||//5/26/2011 4:29:08 AM
CAD_U|CABEU|E4661|AIQ|20110404110159|BEU-30|||//5/26/2011 4:29:08 AM
CAD_U|CABEU|E4661|AIQ|20110404110159|BEU-30|||//5/26/2011 4:29:08 AM
CAD_U|CABEU|E4661|AIQ|20110404110159|BEU-30|||//5/26/2011 4:29:08 AM
CAD_U|CAFKU|E4383|AIQ|20110517134932|FKU-1A|||//5/26/2011 4:29:09 AM
CAD_U|CAFKU|E4383|AIQ|20110517134932|FKU-1A|||//5/26/2011 4:29:09 AM
CAD_U|CAFKU|E4383|AIQ|20110517134932|FKU-1A|||//5/26/2011 4:29:09 AM
CAD_U|CABEU|E4663|AIQ|20110213124448|BEU-30|||//5/26/2011 4:29:09 AM
CAD_U|CABEU|E4663|AIQ|20110213124448|BEU-30|||//5/26/2011 4:29:09 AM
CAD_U|CABEU|E4663|AIQ|20110213124448|BEU-30|||//5/26/2011 4:29:09 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//5/26/2011 4:29:10 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//5/26/2011 4:29:10 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//5/26/2011 4:29:10 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 4:29:10 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 4:29:10 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//5/26/2011 4:29:11 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//5/26/2011 4:29:11 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//5/26/2011 4:29:11 AM
CAD_U|CABEU|E4665|AIQ|20110404110201|BEU-30|||//5/26/2011 4:29:11 AM
CAD_U|CABEU|E4665|AIQ|20110404110201|BEU-30|||//5/26/2011 4:29:11 AM
CAD_U|CABEU|E4665|AIQ|20110404110201|BEU-30|||//5/26/2011 4:29:11 AM
CAD_U|CAFKU|MIR2|AIQ|20110523081511|FKU-2|||//5/26/2011 4:29:12 AM
CAD_U|CAFKU|MIR2|AIQ|20110523081511|FKU-2|||//5/26/2011 4:29:12 AM
CAD_U|CAFKU|MIR2|AIQ|20110523081511|FKU-2|||//5/26/2011 4:29:12 AM
CAD_U|CABEU|E4666|AIQ|20110404110202|BEU-30|||//5/26/2011 4:29:12 AM
CAD_U|CABEU|E4666|AIQ|20110404110202|BEU-30|||//5/26/2011 4:29:12 AM
CAD_U|CABEU|E4666|AIQ|20110404110202|BEU-30|||//5/26/2011 4:29:12 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//5/26/2011 4:29:13 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//5/26/2011 4:29:13 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//5/26/2011 4:29:13 AM
CAD_U|CABEU|E4673|AIQ|20110404110433|BEU-30|||//5/26/2011 4:29:13 AM
CAD_U|CABEU|E4673|AIQ|20110404110433|BEU-30|||//5/26/2011 4:29:13 AM
CAD_U|CABEU|E4673|AIQ|20110404110433|BEU-30|||//5/26/2011 4:29:14 AM
CAD_U|CAFKU|MIR4|AIQ|20110509083856|FKU-2|||//5/26/2011 4:29:14 AM
CAD_U|CAFKU|MIR4|AIQ|20110509083856|FKU-2|||//5/26/2011 4:29:14 AM
CAD_U|CAFKU|MIR4|AIQ|20110509083856|FKU-2|||//5/26/2011 4:29:14 AM
CAD_U|CABEU|E4674|AIQ|20110404110203|BEU-30|||//5/26/2011 4:29:15 AM
CAD_U|CABEU|E4674|AIQ|20110404110203|BEU-30|||//5/26/2011 4:29:15 AM
CAD_U|CABEU|E4675|AIQ|20110404110204|BEU-30|||//5/26/2011 4:29:16 AM
CAD_U|CABEU|E4675|AIQ|20110404110204|BEU-30|||//5/26/2011 4:29:16 AM
CAD_U|CABEU|E4675|AIQ|20110404110204|BEU-30|||//5/26/2011 4:29:16 AM
CAD_U|CABEU|E4677|AIQ|20110404110207|BEU-30|||//5/26/2011 4:29:17 AM
CAD_U|CABEU|E4677|AIQ|20110404110207|BEU-30|||//5/26/2011 4:29:17 AM
CAD_U|CABEU|E4677|AIQ|20110404110207|BEU-30|||//5/26/2011 4:29:17 AM
CAD_U|CABEU|E4679|AIQ|20110404110210|BEU-30|||//5/26/2011 4:29:18 AM
CAD_U|CABEU|E4679|AIQ|20110404110210|BEU-30|||//5/26/2011 4:29:18 AM
CAD_U|CABEU|E4679|AIQ|20110404110210|BEU-30|||//5/26/2011 4:29:18 AM
CAD_U|CABEU|E4681|AIQ|20110404110211|BEU-30|||//5/26/2011 4:29:19 AM
CAD_U|CABEU|E4681|AIQ|20110404110211|BEU-30|||//5/26/2011 4:29:19 AM
CAD_U|CABEU|E4681|AIQ|20110404110211|BEU-30|||//5/26/2011 4:29:19 AM
CAD_U|CABEU|E4684|AIQ|20110404110212|BEU-35|||//5/26/2011 4:29:20 AM
CAD_U|CABEU|E4684|AIQ|20110404110212|BEU-35|||//5/26/2011 4:29:20 AM
CAD_U|CABEU|E4691|AIQ|20110404110213|BEU-30|||//5/26/2011 4:29:21 AM
CAD_U|CABEU|E4691|AIQ|20110404110213|BEU-30|||//5/26/2011 4:29:21 AM
CAD_U|CABEU|E4691|AIQ|20110404110213|BEU-30|||//5/26/2011 4:29:21 AM
CAD_U|CAFKU|D4341|AIQ|20110501220034|FKU-1A|||//5/26/2011 4:29:22 AM
CAD_U|CAFKU|D4341|AIQ|20110501220034|FKU-1A|||//5/26/2011 4:29:22 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//5/26/2011 4:29:23 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//5/26/2011 4:29:23 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//5/26/2011 4:29:23 AM
CAD_U|CAFKU|E4353|AIQ|20110324100625|FKU-2|||//5/26/2011 4:29:25 AM
CAD_U|CAFKU|E4353|AIQ|20110324100625|FKU-2|||//5/26/2011 4:29:25 AM
CAD_U|CAFKU|E4353|AIQ|20110324100625|FKU-2|||//5/26/2011 4:29:25 AM
CAD_U|CAFKU|E4354|AIQ|20110501220043|FKU-1A|||//5/26/2011 4:29:26 AM
CAD_U|CAFKU|E4354|AIQ|20110501220043|FKU-1A|||//5/26/2011 4:29:26 AM
CAD_U|CAFKU|E4361|AIQ|20110307132832|FKU-1A|||//5/26/2011 4:29:27 AM
CAD_U|CAFKU|E4361|AIQ|20110307132832|FKU-1A|||//5/26/2011 4:29:27 AM
CAD_U|CAFKU|E4361|AIQ|20110307132832|FKU-1A|||//5/26/2011 4:29:27 AM
CAD_U|CAFKU|E4362|AIQ|20110305074432|FKU-2|||//5/26/2011 4:29:28 AM
CAD_U|CAFKU|E4362|AIQ|20110305074432|FKU-2|||//5/26/2011 4:29:28 AM
CAD_U|CAFKU|E4362|AIQ|20110305074432|FKU-2|||//5/26/2011 4:29:28 AM
CAD_U|CAFKU|E4363|AIQ|20110225150544|FKU-2|||//5/26/2011 4:29:29 AM
CAD_U|CAFKU|E4363|AIQ|20110225150544|FKU-2|||//5/26/2011 4:29:29 AM
CAD_U|CAFKU|E4363|AIQ|20110225150544|FKU-2|||//5/26/2011 4:29:29 AM
CAD_U|CAFKU|E4364|AIQ|20110501220050|FKU-1A|||//5/26/2011 4:29:30 AM
CAD_U|CAFKU|E4364|AIQ|20110501220050|FKU-1A|||//5/26/2011 4:29:30 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 4:29:31 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 4:29:31 AM
CAD_U|CAFKU|E4368|AIQ|20110501220041|FKU-2|||//5/26/2011 4:29:31 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 4:29:32 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 4:29:32 AM
CAD_U|CAFKU|E4373|AIQ|20110501215934|FKU-2|||//5/26/2011 4:29:32 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 4:29:33 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 4:29:33 AM
CAD_U|CAFKU|E4382|AIQ|20110501215818|FKU-2|||//5/26/2011 4:29:33 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 4:29:35 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 4:29:35 AM
CAD_U|CAFKU|E4383|AIQ|20110501215834|FKU-1A|||//5/26/2011 4:29:35 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 4:29:36 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 4:29:36 AM
CAD_U|CAFKU|E4391|AIQ|20110501215808|FKU-2|||//5/26/2011 4:29:36 AM
CAD_U|CABEU|E4693|AIQ|20110307115254|BEU-30|||//5/26/2011 4:29:37 AM
CAD_U|CABEU|E4693|AIQ|20110307115254|BEU-30|||//5/26/2011 4:29:37 AM
CAD_U|CABEU|E4693|AIQ|20110307115254|BEU-30|||//5/26/2011 4:29:37 AM
CAD_U|CABEU|E4694|AIQ|20110213124447|BEU-30|||//5/26/2011 4:29:38 AM
CAD_U|CABEU|E4694|AIQ|20110213124447|BEU-30|||//5/26/2011 4:29:38 AM
CAD_U|CABEU|GAB1|AIQ|20110511162434|BEU-30|||//5/26/2011 4:29:39 AM
CAD_U|CABEU|GAB1|AIQ|20110511162434|BEU-30|||//5/26/2011 4:29:39 AM
CAD_U|CABEU|GAB1|AIQ|20110511162434|BEU-30|||//5/26/2011 4:29:39 AM
CAD_U|CABEU|GAB2|AIQ|20110511162436|BEU-30|||//5/26/2011 4:29:40 AM
CAD_U|CABEU|GAB2|AIQ|20110511162436|BEU-30|||//5/26/2011 4:29:40 AM
CAD_U|CABEU|GAB2|AIQ|20110511162436|BEU-30|||//5/26/2011 4:29:40 AM
CAD_U|CABEU|GAB3|AIQ|20110511162437|BEU-30|||//5/26/2011 4:29:41 AM
CAD_U|CABEU|GAB3|AIQ|20110511162437|BEU-30|||//5/26/2011 4:29:41 AM
CAD_U|CABEU|GAB3|AIQ|20110511162437|BEU-30|||//5/26/2011 4:29:41 AM
CAD_U|CABEU|GAB4|AIQ|20110511162438|BEU-30|||//5/26/2011 4:29:42 AM
CAD_U|CABEU|GAB4|AIQ|20110511162438|BEU-30|||//5/26/2011 4:29:42 AM
CAD_U|CABEU|GAB4|AIQ|20110511162438|BEU-30|||//5/26/2011 4:29:42 AM
CAD_U|CABEU|GAB5|AIQ|20110511162439|BEU-30|||//5/26/2011 4:29:43 AM
CAD_U|CABEU|GAB5|AIQ|20110511162439|BEU-30|||//5/26/2011 4:29:44 AM
CAD_U|CABEU|GAB5|AIQ|20110511162439|BEU-30|||//5/26/2011 4:29:44 AM
CAD_U|CABEU|GAB6|AIQ|20110511162441|BEU-30|||//5/26/2011 4:29:45 AM
CAD_U|CABEU|GAB6|AIQ|20110511162441|BEU-30|||//5/26/2011 4:29:45 AM
CAD_U|CABEU|GAB6|AIQ|20110511162441|BEU-30|||//5/26/2011 4:29:45 AM
CAD_U|CACDF|T80|AIQ|20110525130924|HAAB|||//5/26/2011 4:29:46 AM
CAD_U|CACDF|T80|AIQ|20110525130924|HAAB|||//5/26/2011 4:29:46 AM
CAD_U|CACDF|T81|AIQ|20110525130929|HAAB|||//5/26/2011 4:29:47 AM
CAD_U|CACDF|T81|AIQ|20110525130929|HAAB|||//5/26/2011 4:29:47 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 4:29:48 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 4:29:48 AM
CAD_U|CAFKU|MIR1|AIQ|20110501193555|FKU-2|||//5/26/2011 4:29:48 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 4:29:49 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 4:29:49 AM
CAD_U|CAFKU|MIR2|AIQ|20110307083845|FKU-2|||//5/26/2011 4:29:49 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 4:29:50 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 4:29:50 AM
CAD_U|CAFKU|MIR3|AIQ|20110307083806|FKU-1A|||//5/26/2011 4:29:50 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 4:29:51 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 4:29:51 AM
CAD_U|CAFKU|MIR4|AIQ|20110222080700|FKU-2|||//5/26/2011 4:29:51 AM
CAD_U|CACDF|C406|AIQ|20110523075440|BVHB|||//5/26/2011 5:18:41 AM
CAD_U|CACDF|C406|AIQ|20110523075440|BVHB|||//5/26/2011 5:18:41 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 5:18:44 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 5:18:44 AM
CAD_U|CABEU|D4641|AIQ|20110515081356|BEU-30|||//5/26/2011 5:18:44 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 5:18:45 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 5:18:45 AM
CAD_U|CABEU|D4643|AIQ|20110525075639|BEU-30|||//5/26/2011 5:18:45 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 5:18:46 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 5:18:46 AM
CAD_U|CABEU|D4645|AIQ|20110329074753|BEU-30|||//5/26/2011 5:18:46 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 5:18:48 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 5:18:48 AM
CAD_U|CABEU|E4664|AIQ|20110213124449|BEU-31|||//5/26/2011 5:18:48 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 5:18:49 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 5:18:49 AM
CAD_U|CABEU|E4675|AIQ|20110523072043|BEU-30|||//5/26/2011 5:18:49 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 5:18:50 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 5:18:50 AM
CAD_U|CABEU|E4679|AIQ|20110421182607|BEU-30|||//5/26/2011 5:18:50 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 5:18:51 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 5:18:51 AM
CAD_U|CABEU|E4681|AIQ|20110523075615|BEU-30|||//5/26/2011 5:18:51 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 5:18:52 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 5:18:52 AM
CAD_U|CABEU|E4693|AIQ|20110507073447|BEU-30|||//5/26/2011 5:18:52 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 5:18:53 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 5:18:53 AM
CAD_U|CABEU|GAB1|AIQ|20110523063407|BEU-30|||//5/26/2011 5:18:53 AM
