CAD_E|CASLC15019130|CASLU2015013338|EMS3CDF/|20151222234226|MED|MEDICAL AID CODE 3|-120.845662|35.360038|670 OLIVE ST ||400 BLK SHASTA AVE|430 BLK PINEY WAY|633_B_5/633_B_5||||E5392|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 12:04:52 AM
CAD_U|CAMRB|E5392|RTQ|20151223000451|B-11C|15019130|MED|CASLU2015013338//12/23/2015 12:04:52 AM
CAD_U|CAFKU|MIR2|AIQ|20151221081413|FKU-2|||//12/23/2015 6:05:49 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 6:05:49 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 6:05:49 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 6:05:49 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 6:05:50 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 6:05:50 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 6:05:50 AM
CAD_U|CASLU|ECC|AIQ|20151221052245|A-36C|||//12/23/2015 6:06:11 AM
CAD_E|CASLU15019133//12/23/2015 6:06:14 AM
CAD_U|CASLU|ECC-D|AIQ|20150914041517|A-36C|||//12/23/2015 6:06:24 AM
CAD_E|CASLU15019133//12/23/2015 6:06:29 AM
CAD_U|CASLU|ECC-N|AIQ|20140308082133|A-36C|||//12/23/2015 6:06:31 AM
CAD_U|CASLU|DUTYFC|AIQ|20151221113600|A-36C|||//12/23/2015 6:12:28 AM
CAD_U|CAMBHP|MBHP|AIQ|20151218200838|B-11D|||//12/23/2015 6:16:49 AM
CAD_E|CASLU15019134|CASLU||20151223063001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:30:01 AM
CAD_E|CASLU15019134|CASLU||20151223063001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:32:05 AM
CAD_E|CASLU15019134//12/23/2015 6:33:18 AM
CAD_E|CASLU15019134//12/23/2015 6:33:34 AM
CAD_U|CASLU|P3421|OFF//12/23/2015 6:38:45 AM
CAD_U|CASLU|R3431|AIQ|20151223063900|R-8B|||//12/23/2015 6:39:00 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:16 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:16 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:16 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:20 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:20 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:20 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:30 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:30 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:30 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:34 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:34 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 6:39:34 AM
CAD_U|CASLU|CAM21|AIQ|20151223064054|VNT|||//12/23/2015 6:40:54 AM
CAD_U|CASLU|CAM22|AIQ|20151223064056|VNT|||//12/23/2015 6:40:56 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:00 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:00 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:00 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:04 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:04 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 6:41:04 AM
CAD_U|CASLU|B3416|AIQ|20151223064251|A-32N|||//12/23/2015 6:42:52 AM
CAD_U|CASLU|B3412|OFF//12/23/2015 6:42:55 AM
CAD_U|CASLU|DUTY|AIQ|20151216220341|A-36A|||//12/23/2015 6:43:06 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:42 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:42 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:42 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:45 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:45 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 6:44:45 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:52 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:52 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:52 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:55 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:55 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 6:45:55 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:34 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:34 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:34 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:38 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:38 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 6:46:38 AM
CAD_U|CASLC|B1|AOR|20151223065054|G-16B|||//12/23/2015 6:50:54 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|OOA|OTH, ASSIST|-120.727177|35.320794|1923 12TH ST||SANTA YNEZ AVE|NIPOMO AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 6:55:45 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|OOA|OTH, ASSIST|-120.727177|35.320794|1923 12TH ST||SANTA YNEZ AVE|NIPOMO AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 6:55:45 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|OOA|OTH, ASSIST|-120.727177|35.320794|1923 12TH ST||SANTA YNEZ AVE|NIPOMO AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 6:55:48 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|OOA|OTH, ASSIST|-120.727177|35.320794|1923 12TH ST||SANTA YNEZ AVE|NIPOMO AVE|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 6:55:48 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:55:56 AM
CAD_E|CASLC15019135|CASLU|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:55:57 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:56:05 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:56:06 AM
CAD_U|CASBY|ME15|DSP|20151223065605|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:56:06 AM
CAD_U|CASBY|MR15|DSP|20151223065605|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:56:06 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:56:12 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:56:31 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:57:41 AM
CAD_U|CASBY|ME15|ENR|20151223065741|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:57:41 AM
CAD_U|CASBY|ME15|ENR|20151223065741|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:57:41 AM
CAD_U|CASBY|MR15|ENR|20151223065808|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:58:08 AM
CAD_U|CASBY|MR15|ENR|20151223065808|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:58:08 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:14 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:14 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:19 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:19 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:19 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:41 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:41 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:45 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:45 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 6:59:45 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 6:59:57 AM
CAD_U|CASBY|ME15|ONS|20151223065957|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:59:57 AM
CAD_U|CASBY|MR15|ONS|20151223065957|B-15A|15019135|MED|CASLU2015013341//12/23/2015 6:59:57 AM
CAD_E|CASLU15019136|CASLU||20151223070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:00:01 AM
CAD_U|CASLC|R30|AIQ|20151221164713|R-17A|||//12/23/2015 7:00:41 AM
CAD_U|CASLC|R21|AIQ|20151221143945|A-22A|||//12/23/2015 7:00:41 AM
CAD_U|CASBY|B15|AIQ|20151207111449|B-15A|||//12/23/2015 7:00:42 AM
CAD_U|CASLC|HM1|AIQ|20151217054038|D-12A|||//12/23/2015 7:00:42 AM
CAD_U|CASLC|R33|AIQ|20151214092136|H-6A|||//12/23/2015 7:00:43 AM
CAD_U|CASLC|R20|AIQ|20151222185113|E-19B|||//12/23/2015 7:00:44 AM
CAD_U|CASLC|REHAB42|AIQ|20150324142757|I-11A|||//12/23/2015 7:00:44 AM
CAD_E|CASLU15019136|CASLU||20151223070001|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:02:06 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:40 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:40 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:40 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:45 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:46 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 7:02:46 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:22 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:22 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:22 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:23 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:23 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:23 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:26 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:26 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:26 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:27 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:27 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 7:03:27 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 7:04:21 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 7:04:21 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:24 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:24 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:24 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 7:04:25 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 7:04:25 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 7:04:25 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:27 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:27 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 7:04:27 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:04:44 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 7:04:51 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 7:04:51 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 7:04:55 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 7:04:55 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 7:04:55 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:46 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:46 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:46 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:50 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:50 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 7:08:50 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|OOA|OTH, ASSIST|-120.727177|35.320794|2077 IRONWOOD AVE||AVALON ST|IRONWOOD CT|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 7:09:50 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|OOA|OTH, ASSIST|-120.727177|35.320794|2077 IRONWOOD AVE||AVALON ST|IRONWOOD CT|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 7:09:50 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|OOA|OTH, ASSIST|-120.727177|35.320794|2077 IRONWOOD AVE||AVALON ST|IRONWOOD CT|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 7:09:54 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|OOA|OTH, ASSIST|-120.727177|35.320794|2077 IRONWOOD AVE||AVALON ST|IRONWOOD CT|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019135|CASLU2015013341|EMS3CDF/|20151223065541|MED|MEDICAL AID CODE 3|-120.829966|35.316473|1923 12TH ST ||1150 BLK NIPOMO AVE|1140 BLK SANTA YNEZ AVE|633_B_5/633_B_5||||ME15,MR15|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//12/23/2015 7:09:55 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:05 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:06 AM
CAD_E|CASLC15019137|CASLU|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5|||||Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:14 AM
CAD_E|CASLC15019137|CASLU2015013342|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5||||E5392|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:14 AM
CAD_E|CASLC15019137|CASLU2015013342|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5||||E5392|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:14 AM
CAD_U|CAMRB|E5392|DSP|20151223071013|B-11C|15019137|MED|CASLU2015013342//12/23/2015 7:10:14 AM
CAD_E|CASLC15019137|CASLU2015013342|EMS3CDF/|20151223070947|MED|MEDICAL AID CODE 3|-120.852208|35.385466|2077 IRONWOOD AVE ||600 BLK IRONWOOD CT|500 BLK AGAVE DR|633_B_5/633_B_5||||E5392|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 7:10:20 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 7:10:34 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 7:10:34 AM
