CAD_E|CASLC11010192//11/8/2011 12:07:27 AM
CAD_U|CASLC|ME22|AIQ|20111108000731|N-3A|||//11/8/2011 12:07:27 AM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 4:28:31 AM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 4:28:31 AM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 4:28:31 AM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 4:28:32 AM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 4:28:32 AM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 4:28:32 AM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 4:28:33 AM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 4:28:33 AM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 4:28:33 AM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 4:28:34 AM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 4:28:34 AM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 4:28:34 AM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 4:28:35 AM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 4:28:35 AM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 4:28:35 AM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 4:28:37 AM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 4:28:37 AM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 4:28:37 AM
CAD_U|CAFKU|D4341|AIQ|20111022081928|FKU-1A|||//11/8/2011 4:28:38 AM
CAD_U|CAFKU|D4341|AIQ|20111022081928|FKU-1A|||//11/8/2011 4:28:38 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 4:28:39 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 4:28:39 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 4:28:39 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 4:28:40 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 4:28:40 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 4:28:40 AM
CAD_U|CAFKU|E4354|AIQ|20110923225504|FKU-1A|||//11/8/2011 4:28:41 AM
CAD_U|CAFKU|E4354|AIQ|20110923225504|FKU-1A|||//11/8/2011 4:28:41 AM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 4:28:42 AM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 4:28:42 AM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 4:28:42 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:28:43 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:28:43 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:28:43 AM
CAD_U|CAFKU|MIR1|AIQ|20111107084550|FKU-2|||//11/8/2011 4:28:44 AM
CAD_U|CAFKU|MIR1|AIQ|20111107084550|FKU-2|||//11/8/2011 4:28:44 AM
CAD_U|CAFKU|MIR1|AIQ|20111107084550|FKU-2|||//11/8/2011 4:28:44 AM
CAD_U|CAFKU|MIR2|AIQ|20111010081823|FKU-2|||//11/8/2011 4:28:45 AM
CAD_U|CAFKU|MIR2|AIQ|20111010081823|FKU-2|||//11/8/2011 4:28:45 AM
CAD_U|CAFKU|MIR2|AIQ|20111010081823|FKU-2|||//11/8/2011 4:28:45 AM
CAD_U|CAFKU|MIR3|AIQ|20111031083418|FKU-1A|||//11/8/2011 4:28:47 AM
CAD_U|CAFKU|MIR3|AIQ|20111031083418|FKU-1A|||//11/8/2011 4:28:47 AM
CAD_U|CAFKU|MIR3|AIQ|20111031083418|FKU-1A|||//11/8/2011 4:28:47 AM
CAD_U|CAFKU|MIR4|AIQ|20111107084652|FKU-2|||//11/8/2011 4:28:48 AM
CAD_U|CAFKU|MIR4|AIQ|20111107084652|FKU-2|||//11/8/2011 4:28:48 AM
CAD_U|CAFKU|MIR4|AIQ|20111107084652|FKU-2|||//11/8/2011 4:28:48 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:27 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:28 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:30 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:30 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:32 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:32 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:33 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:33 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:34 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:46 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|=L(35.111861|SLO_CO| | |714_D_6/30_T32S_R13E_M||-120.625436|35.111861||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 4:31:46 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:31:48 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:31:51 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:31:51 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:31:52 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:00 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:00 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:00 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:03 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:03 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:03 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:29 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:29 AM
CAD_E|CASLU11010193|CASLU|EMS3CDF/|20111108043123|OOA|OTH, ASSIST|-120.625437|35.111861|1001 PACIFIC BLVD |SLO_CO| UNNAMED RD| S 8TH ST|714_D_6/30_T32S_R13E_M|||||Command:LOCAL;Pri Tactical:WHITE2;Alt Tactical: ;Air-to-Ground:WHITE2;//11/8/2011 4:32:29 AM
CAD_E|CASLU11010193//11/8/2011 4:32:31 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:36:26 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:36:26 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:36:26 AM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//11/8/2011 4:39:03 AM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//11/8/2011 4:39:03 AM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 4:39:05 AM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 4:39:05 AM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 4:39:05 AM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 4:39:06 AM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 4:39:06 AM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 4:39:06 AM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 4:39:07 AM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 4:39:07 AM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 4:39:07 AM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 4:39:08 AM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 4:39:08 AM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 4:39:08 AM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 4:39:09 AM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 4:39:09 AM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 4:39:09 AM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 4:39:10 AM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 4:39:10 AM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 4:39:10 AM
CAD_U|CABEU|E4664|AIQ|20111015131220|BEU-31|||//11/8/2011 4:39:11 AM
CAD_U|CABEU|E4664|AIQ|20111015131220|BEU-31|||//11/8/2011 4:39:11 AM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:12 AM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:12 AM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:12 AM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 4:39:14 AM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 4:39:14 AM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 4:39:14 AM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 4:39:15 AM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 4:39:15 AM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 4:39:15 AM
CAD_U|CABEU|E4674|AIQ|20110607120339|BEU-30|||//11/8/2011 4:39:16 AM
CAD_U|CABEU|E4674|AIQ|20110607120339|BEU-30|||//11/8/2011 4:39:16 AM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:17 AM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:17 AM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 4:39:17 AM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 4:39:18 AM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 4:39:18 AM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 4:39:18 AM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 4:39:19 AM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 4:39:19 AM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 4:39:19 AM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 4:39:20 AM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 4:39:20 AM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 4:39:20 AM
CAD_U|CABEU|E4684|AIQ|20111028162418|BEU-35|||//11/8/2011 4:39:21 AM
CAD_U|CABEU|E4684|AIQ|20111028162418|BEU-35|||//11/8/2011 4:39:21 AM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 4:39:22 AM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 4:39:22 AM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 4:39:23 AM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 4:39:24 AM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 4:39:24 AM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 4:39:24 AM
CAD_U|CABEU|E4694|AIQ|20110725142733|BEU-30|||//11/8/2011 4:39:25 AM
CAD_U|CABEU|E4694|AIQ|20110725142733|BEU-30|||//11/8/2011 4:39:25 AM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 4:39:26 AM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 4:39:26 AM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 4:39:26 AM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 4:39:27 AM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 4:39:27 AM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 4:39:27 AM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 4:39:28 AM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 4:39:28 AM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 4:39:28 AM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 4:39:29 AM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 4:39:29 AM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 4:39:29 AM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 4:39:30 AM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 4:39:30 AM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 4:39:30 AM
CAD_U|CACDF|T80|AIQ|20110628162623|HAAB|||//11/8/2011 4:39:31 AM
CAD_U|CACDF|T80|AIQ|20110628162623|HAAB|||//11/8/2011 4:39:31 AM
CAD_U|CACDF|T81|AIQ|20110628162625|HAAB|||//11/8/2011 4:39:32 AM
CAD_U|CACDF|T81|AIQ|20110628162625|HAAB|||//11/8/2011 4:39:33 AM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 4:40:05 AM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 4:40:05 AM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 4:40:05 AM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 4:40:06 AM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 4:40:07 AM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 4:40:07 AM
CAD_U|CAFKU|D4341|AIQ|20110613140701|FKU-1A|||//11/8/2011 4:40:08 AM
CAD_U|CAFKU|D4341|AIQ|20110613140701|FKU-1A|||//11/8/2011 4:40:08 AM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 4:40:09 AM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 4:40:09 AM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 4:40:09 AM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 4:40:10 AM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 4:40:10 AM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 4:40:10 AM
CAD_U|CAFKU|E4354|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:11 AM
CAD_U|CAFKU|E4354|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:11 AM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 4:40:12 AM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 4:40:12 AM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 4:40:12 AM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 4:40:13 AM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 4:40:13 AM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 4:40:13 AM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 4:40:14 AM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 4:40:14 AM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 4:40:14 AM
CAD_U|CAFKU|E4364|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:15 AM
CAD_U|CAFKU|E4364|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:15 AM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 4:40:17 AM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 4:40:17 AM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 4:40:17 AM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 4:40:18 AM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 4:40:18 AM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 4:40:18 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 4:40:19 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 4:40:19 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 4:40:19 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:20 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:20 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 4:40:20 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 4:40:21 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 4:40:21 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 4:40:21 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 4:40:22 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 4:40:22 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 4:40:22 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 4:40:23 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 4:40:23 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 4:40:23 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 4:40:24 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 4:40:24 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 4:40:24 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 4:40:25 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 4:40:25 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 4:40:25 AM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 4:40:27 AM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 4:40:27 AM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 4:40:27 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:50:17 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:50:17 AM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 4:50:17 AM
CAD_U|CACDF|C406|AIQ|20110906155506|BVHB|||//11/8/2011 5:18:06 AM
CAD_U|CACDF|C406|AIQ|20110906155506|BVHB|||//11/8/2011 5:18:06 AM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 5:18:07 AM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 5:18:07 AM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 5:18:07 AM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 5:18:08 AM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 5:18:08 AM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 5:18:08 AM
CAD_U|CABEU|D4645|AIQ|20110914150741|BEU-30|||//11/8/2011 5:18:09 AM
