CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_U|CASLC|E30|AOR|20150308000002|R-17A|||//3/8/2015 12:00:02 AM
CAD_U|CASLU|E3480|AIQ|20150308104136|B-7A|||//3/8/2015 10:41:36 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:41:39 AM
CAD_U|CASLU|E3483|ENR|20150308103013|B-7A|15003304|MED|CASLU2015002321//3/8/2015 10:41:39 AM
CAD_U|CASBY|MR15|STG|20150308103932|B-15A|15003304|MED|CASLU2015002321//3/8/2015 10:41:39 AM
CAD_U|CASLU|E3480|AOR|20150308104139|B-7A|||//3/8/2015 10:41:39 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:42:26 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,USAR,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:42:59 AM
CAD_U|CASLC|E62|ONS|20150308104259|A-24C|15003305|MRECLF|CASLU2015002322//3/8/2015 10:42:59 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|OOA|OTH, ASSIST|-120.727177|35.320794|1775 CALLE JOAQUIN||No Cross Street|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 10:42:59 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|OOA|OTH, ASSIST|-120.727177|35.320794|1775 CALLE JOAQUIN||No Cross Street|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 10:42:59 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|OOA|OTH, ASSIST|-120.727177|35.320794|1775 CALLE JOAQUIN||No Cross Street|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 10:43:01 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|OOA|OTH, ASSIST|-120.727177|35.320794|1775 CALLE JOAQUIN||No Cross Street|No Cross Street|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 10:43:01 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:13 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:14 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:20 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:25 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:25 AM
CAD_U|CASLC|E21|DSP|20150308104325|A-22A|15003306|MED|CASLU2015002323//3/8/2015 10:43:25 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:43:31 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:44:00 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:44:06 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:44:06 AM
CAD_U|CASLC|USAR|AIQ|20150308104406|A-36A|||//3/8/2015 10:44:06 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,C70|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:06 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,C70|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:06 AM
CAD_U|CACHP|C70|DSP|20150308104506|R-8C|15003305|MRECLF|CASLU2015002322//3/8/2015 10:45:06 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:09 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:09 AM
CAD_U|CACHP|C70|AIQ|20150308104509|R-8C|||//3/8/2015 10:45:09 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483,C70|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:14 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483,C70|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:14 AM
CAD_U|CACHP|C70|DSP|20150308104514|R-8C|15003304|MED|CASLU2015002321//3/8/2015 10:45:14 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483,C70|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:45:18 AM
CAD_U|CACHP|C70|ACK|20150308104517|R-8C|15003304|MED|CASLU2015002321//3/8/2015 10:45:18 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:45:28 AM
CAD_U|CASLC|E21|DSP|20150308104325|A-22A|15003306|MED|CASLU2015002323//3/8/2015 10:45:28 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:24 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:26 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:26 AM
CAD_U|CASLC|USAR20|ENR|20150308104625|A-36A|15003305|MRECLF|CASLU2015002322//3/8/2015 10:46:26 AM
CAD_U|CAMRB|USAR15|ENR|20150308104625|B-11C|15003305|MRECLF|CASLU2015002322//3/8/2015 10:46:26 AM
CAD_U|CASLC|USAR20|ENR|20150308104625|A-36A|15003305|MRECLF|CASLU2015002322//3/8/2015 10:46:26 AM
CAD_U|CAMRB|USAR15|ENR|20150308104625|B-11C|15003305|MRECLF|CASLU2015002322//3/8/2015 10:46:26 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:46:29 AM
CAD_U|CASLC|E21|ENR|20150308104628|A-22A|15003306|MED|CASLU2015002323//3/8/2015 10:46:29 AM
CAD_U|CASLC|E21|ENR|20150308104628|A-22A|15003306|MED|CASLU2015002323//3/8/2015 10:46:29 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:38 AM
CAD_U|CAPSM|E63|ONS|20150308104638|A-32L|15003305|MRECLF|CASLU2015002322//3/8/2015 10:46:38 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:46:57 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483,C70|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:47:23 AM
CAD_U|CACHP|C70|ACK|20150308104517|R-8C|15003304|MED|CASLU2015002321//3/8/2015 10:47:23 AM
CAD_E|CASLC15003305|CASLU2015002322|EMS3CDF/|20150308103510|MRECLF|MED, CLIFF RESCUE|-120.717618|35.174324|PIRATES COVE @ =L(35.174324|| | |633_B_5/633_B_5||-120.719109|35.176302|B3412,E62,E63,R64,E3462,USAR14,USAR16,USAR20,USAR15|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:48:21 AM
CAD_U|CASLC|E52|AIQ|20150308104827|D-12A|||//3/8/2015 10:48:27 AM
CAD_E|CASLC15003304|CASLU2015002321|EMS3CDF/|20150308102613|MED|MEDICAL AID CODE 3|-120.876292|35.289142|MDO @ =L(35.289142|| | |633_B_5/633_B_5||-120.878551|35.285974|MR15,E3483,C70|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 10:50:14 AM
CAD_U|CASLU|E3483|ENR|20150308103013|B-7A|15003304|MED|CASLU2015002321//3/8/2015 10:50:14 AM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 10:50:57 AM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 10:50:57 AM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 10:50:57 AM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 10:50:58 AM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 10:50:59 AM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 10:50:59 AM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 10:50:59 AM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 10:51:00 AM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 10:51:00 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:51:47 AM
CAD_E|CASLC15003306|CASLU2015002323|EMS3CDF/|20150308104255|MED|MEDICAL AID CODE 3|-120.685292|35.240300|1775 CALLE JOAQUIN ||12400 BLK LOS OSOS VALLEY RD| DEAD-END|633_B_5/633_B_5||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//3/8/2015 10:51:48 AM
