CAD_E|CAPSM11005137|CASLU2011004492|PA|20110616235330|PAO|PA, PUBLIC ASSIST|-120.685115|35.160955|135 SEACLIFF DR |PB|2599 BLK RUBY CT|165 BLK PADDOCK AVE|693_G_6/09_T32S_R12E_M||||E3470|Command:FIVE CITIES Pri Tactical:CALCORD //6/17/2011 12:03:24 AM
CAD_U|CASLU|E3470|ONS|20110617000318|A-32L|11005137|PAO|CASLU2011004492//6/17/2011 12:03:24 AM
CAD_U|CABEU|GAB6|AIQ|20110613073603|BEU-30|||//6/17/2011 8:58:35 AM
CAD_U|CABEU|GAB6|AIQ|20110613073603|BEU-30|||//6/17/2011 8:58:35 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|D4340|AIQ|20110513155256|FKU-1A|||//6/17/2011 8:58:36 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//6/17/2011 8:58:37 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//6/17/2011 8:58:37 AM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//6/17/2011 8:58:37 AM
CAD_U|CABEU|HLT406|AIQ|20110612074551|BEU-30|||//6/17/2011 8:58:37 AM
CAD_U|CABEU|HLT406|AIQ|20110612074551|BEU-30|||//6/17/2011 8:58:37 AM
CAD_U|CABEU|HLT406|AIQ|20110612074551|BEU-30|||//6/17/2011 8:58:37 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//6/17/2011 8:58:38 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//6/17/2011 8:58:38 AM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//6/17/2011 8:58:38 AM
CAD_U|CACDF|T80|AIQ|20110615080226|HAAB|||//6/17/2011 8:58:38 AM
CAD_U|CACDF|T80|AIQ|20110615080226|HAAB|||//6/17/2011 8:58:38 AM
CAD_U|CACDF|T80|AIQ|20110615080226|HAAB|||//6/17/2011 8:58:38 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//6/17/2011 8:58:39 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//6/17/2011 8:58:39 AM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//6/17/2011 8:58:39 AM
CAD_U|CACDF|T81|AIQ|20110615080233|HAAB|||//6/17/2011 8:58:40 AM
CAD_U|CACDF|T81|AIQ|20110615080233|HAAB|||//6/17/2011 8:58:40 AM
CAD_U|CACDF|T81|AIQ|20110615080233|HAAB|||//6/17/2011 8:58:40 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//6/17/2011 8:58:40 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//6/17/2011 8:58:40 AM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//6/17/2011 8:58:40 AM
CAD_U|CAFKU|D4341|AIQ|20110608071920|FKU-1A|||//6/17/2011 8:58:41 AM
CAD_U|CAFKU|D4341|AIQ|20110608071920|FKU-1A|||//6/17/2011 8:58:41 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//6/17/2011 8:58:41 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//6/17/2011 8:58:41 AM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//6/17/2011 8:58:41 AM
CAD_U|CAFKU|E4352|AIQ|20110616175426|FKU-2|||//6/17/2011 8:58:42 AM
CAD_U|CAFKU|E4352|AIQ|20110616175426|FKU-2|||//6/17/2011 8:58:42 AM
CAD_U|CAFKU|E4352|AIQ|20110616175426|FKU-2|||//6/17/2011 8:58:42 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//6/17/2011 8:58:42 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//6/17/2011 8:58:43 AM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//6/17/2011 8:58:43 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:58:43 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:58:43 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:58:43 AM
CAD_U|CACDF|T78|AIQ|20110605093650|FAAB|||//6/17/2011 8:58:44 AM
CAD_U|CACDF|T78|AIQ|20110605093650|FAAB|||//6/17/2011 8:58:44 AM
CAD_U|CAFKU|E4354|AIQ|20110615055342|FKU-1A|||//6/17/2011 8:58:44 AM
CAD_U|CAFKU|E4354|AIQ|20110615055342|FKU-1A|||//6/17/2011 8:58:44 AM
CAD_U|CAFKU|E4361|AIQ|20110611171917|FKU-1A|||//6/17/2011 8:58:45 AM
CAD_U|CAFKU|E4361|AIQ|20110611171917|FKU-1A|||//6/17/2011 8:58:45 AM
CAD_U|CAFKU|E4361|AIQ|20110611171917|FKU-1A|||//6/17/2011 8:58:45 AM
CAD_U|CAFKU|E4362|AIQ|20110614065548|FKU-2|||//6/17/2011 8:58:46 AM
CAD_U|CAFKU|E4362|AIQ|20110614065548|FKU-2|||//6/17/2011 8:58:46 AM
CAD_U|CAFKU|E4362|AIQ|20110614065548|FKU-2|||//6/17/2011 8:58:46 AM
CAD_U|CAFKU|E4363|AIQ|20110527225612|FKU-2|||//6/17/2011 8:58:48 AM
CAD_U|CAFKU|E4363|AIQ|20110527225612|FKU-2|||//6/17/2011 8:58:48 AM
CAD_U|CAFKU|E4363|AIQ|20110527225612|FKU-2|||//6/17/2011 8:58:48 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 8:58:49 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 8:58:49 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 8:58:49 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//6/17/2011 8:58:50 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//6/17/2011 8:58:50 AM
CAD_U|CAFKU|E4391|AIQ|20110523180724|FKU-2|||//6/17/2011 8:58:50 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 8:58:51 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 8:58:51 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 8:58:51 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 8:58:52 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 8:58:52 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 8:58:52 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 8:58:53 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 8:58:53 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 8:58:53 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 8:58:54 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 8:58:54 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 8:58:54 AM
CAD_U|CACDF|T78|AIQ|20110606171248|FAAB|||//6/17/2011 8:58:55 AM
CAD_U|CACDF|T78|AIQ|20110606171248|FAAB|||//6/17/2011 8:58:55 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:59:31 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:59:31 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 8:59:31 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:52 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:52 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:52 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:57 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:57 AM
CAD_U|CAFKU|MIR1|AIQ|20110523081504|FKU-2|||//6/17/2011 9:04:57 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:04 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:04 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:04 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:10 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:10 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:05:10 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:18 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:18 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:18 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:30 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:30 AM
CAD_U|CAFKU|MIR3|AIQ|20110523081512|FKU-1A|||//6/17/2011 9:05:30 AM
CAD_U|CAPSM|LFG64|AIQ|20110616142400|A-32M|||//6/17/2011 9:05:38 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:18 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:19 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:23 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:24 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:24 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:28 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:28 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:28 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:30 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|OOA|OTH, ASSIST|-120.627698|35.219472|=L(35.219472|SLO_CO| | |674_D_5/19_T31S_R13E_M||-120.627697|35.219471||//6/17/2011 9:06:30 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:34 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:34 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:34 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:39 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:39 AM
CAD_U|CAFKU|MIR4|AIQ|20110613184943|FKU-2|||//6/17/2011 9:06:39 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M|||||//6/17/2011 9:06:46 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M|||||//6/17/2011 9:06:46 AM
CAD_E|CASLC11005144|CASLU|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M|||||//6/17/2011 9:06:46 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:06:56 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:06:56 AM
CAD_U|CASLC|ME21|DSP|20110617090649|A-22A|11005144|MED|CASLU2011004499//6/17/2011 9:06:56 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:06:58 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:06:58 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:06:58 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:08:29 AM
CAD_U|CASLC|ME21|ENR|20110617090822|A-22A|11005144|MED|CASLU2011004499//6/17/2011 9:08:29 AM
CAD_U|CASLC|ME21|ENR|20110617090822|A-22A|11005144|MED|CASLU2011004499//6/17/2011 9:08:29 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:08:45 AM
CAD_U|CABEU|GAB2|AIQ|20110610075514|BEU-30|||//6/17/2011 9:09:12 AM
CAD_U|CABEU|GAB2|AIQ|20110610075514|BEU-30|||//6/17/2011 9:09:12 AM
CAD_U|CABEU|GAB2|AIQ|20110610075514|BEU-30|||//6/17/2011 9:09:12 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:10:20 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:10:20 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:10:20 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 9:10:25 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 9:10:25 AM
CAD_U|CAFKU|E4353|AIQ|20110613210620|FKU-2|||//6/17/2011 9:10:25 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:12:34 AM
CAD_U|CASLC|ME21|ONS|20110617091227|A-22A|11005144|MED|CASLU2011004499//6/17/2011 9:12:34 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:28 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:53 AM
CAD_U|CASLC|ME21|ONS|20110617091227|A-22A|11005144|MED|CASLU2011004499//6/17/2011 9:14:53 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:55 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:55 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:59 AM
CAD_E|CASLC11005144|CASLU2011004499|EMS3CDF/|20110617090613|MED|MEDICAL AID CODE 3|-120.627697|35.219471|1248 MIRALESTE DR |SLO_CO| GREYSTONE PL| DEAD-END|674_D_5/19_T31S_R13E_M||||ME21|Command:LOCAL Pri Tactical:CALCORD //6/17/2011 9:14:59 AM
CAD_E|CASLC11005144//6/17/2011 9:18:09 AM
CAD_U|CASLC|ME21|AIQ|20110617091801|A-22A|||//6/17/2011 9:18:09 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 9:22:27 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 9:22:27 AM
CAD_U|CAFKU|E4373|AIQ|20110614081521|FKU-2|||//6/17/2011 9:22:27 AM
CAD_U|CASLC|CR21|AIQ|20110518102309|A-22A|||//6/17/2011 9:24:04 AM
CAD_U|CASLC|CR221|AIQ|20110617092403|A-22A|||//6/17/2011 9:24:10 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:26:24 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:26:24 AM
CAD_U|CAFKU|MIR2|AIQ|20110613184942|FKU-2|||//6/17/2011 9:26:24 AM
CAD_E|CABOB11005145|CASLU||20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572||Command:BOB DISP Pri Tactical:WHITE3 Alt Tactical:CALCORD Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:29:53 AM
CAD_E|CABOB11005145|CASLU||20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572||Command:BOB DISP Pri Tactical:WHITE3 Alt Tactical:CALCORD Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:29:58 AM
CAD_E|CABOB11005145|CASLU||20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572||Command:BOB DISP Pri Tactical:WHITE3 Alt Tactical:CALCORD Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:29:59 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:30:12 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:30:12 AM
CAD_U|CABOB|EBOB|DSP|20110617093005|R-18|11005145|MTC|CASLU2011004500//6/17/2011 9:30:12 AM
CAD_U|CASMF|ESMF|DSP|20110617093005|R-4A|11005145|MTC|CASLU2011004500//6/17/2011 9:30:12 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:30:19 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:30:37 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:05 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:BOB DISP Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:09 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:RIVER Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:15 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:RIVER Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:17 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:RIVER Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:36 AM
CAD_U|CABOB|EBOB|DSP|20110617093005|R-18|11005145|MTC|CASLU2011004500//6/17/2011 9:31:36 AM
CAD_U|CASMF|ESMF|DSP|20110617093005|R-4A|11005145|MTC|CASLU2011004500//6/17/2011 9:31:36 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:RIVER Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:40 AM
CAD_E|CABOB11005145|CASLU2011004500|R-18|20110617092946|MTC|MED, TRAFFIC COLLISION|-120.723938|35.779771|=L(35.779771|SLO_CO| | |453_C_5/06_T25S_R12E_M||-120.723623|35.779572|EBOB,ESMF|Command:RIVER Pri Tactical:CALCORD Alt Tactical:VFIRE22 Air-to-Air:AIRTACTICS4 Air-to-Ground:CDF A/G //6/17/2011 9:31:49 AM
CAD_U|CABOB|EBOB|ONS|20110617093142|R-18|11005145|MTC|CASLU2011004500//6/17/2011 9:31:49 AM
