CAD_U|CASLC|E50|AIQ|20140401000923|C-7A|||//4/1/2014 12:09:23 AM
CAD_U|CATEM|ETEM|DSP|20140401095630|T-5B|14003835|FSCA|CASLU2014002826//4/1/2014 9:56:30 AM
CAD_U|CATEM|TEMPAGE|DSP|20140401095630|T-5B|14003835|FSCA|CASLU2014002826//4/1/2014 9:56:30 AM
CAD_E|CATEM14003835|CASLU2014002826|TCH (TWIN CITIES HOSPITAL|20140401095617|FSCA|FIRE, COMMERCIAL ALARM|-120.718896|35.554379|TCH (TWIN CITIES HOSPITAL) @ 1100 LAS TABLAS RD |TEMP|200 BLK HEATHER CT|200 BLK POSADA LN|553_C_1||||ETEM,TEMPAGE|Command:RIVER;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 9:57:46 AM
CAD_E|CATEM14003835|CASLU2014002826|TCH (TWIN CITIES HOSPITAL|20140401095617|FSCA|FIRE, COMMERCIAL ALARM|-120.718896|35.554379|TCH (TWIN CITIES HOSPITAL) @ 1100 LAS TABLAS RD |TEMP|200 BLK HEATHER CT|200 BLK POSADA LN|553_C_1||||ETEM,TEMPAGE|Command:RIVER;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 9:58:01 AM
CAD_E|CATEM14003835|CASLU2014002826|TCH (TWIN CITIES HOSPITAL|20140401095617|FSCA|FIRE, COMMERCIAL ALARM|-120.718896|35.554379|TCH (TWIN CITIES HOSPITAL) @ 1100 LAS TABLAS RD |TEMP|200 BLK HEATHER CT|200 BLK POSADA LN|553_C_1||||ETEM,TEMPAGE|Command:RIVER;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 9:58:04 AM
CAD_E|CATEM14003835|CASLU2014002826|TCH (TWIN CITIES HOSPITAL|20140401095617|FFA|FIRE, FALSE ALARM|-120.718896|35.554379|TCH (TWIN CITIES HOSPITAL) @ 1100 LAS TABLAS RD |TEMP|200 BLK HEATHER CT|200 BLK POSADA LN|553_C_1||||ETEM,TEMPAGE|Command:RIVER;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 9:58:12 AM
CAD_U|CATEM|ETEM|DSP|20140401095630|T-5B|14003835|FFA|CASLU2014002826//4/1/2014 9:58:12 AM
CAD_U|CATEM|TEMPAGE|DSP|20140401095630|T-5B|14003835|FFA|CASLU2014002826//4/1/2014 9:58:12 AM
CAD_E|CATEM14003835//4/1/2014 9:58:25 AM
CAD_U|CATEM|ETEM|AIQ|20140401095825|T-5B|||//4/1/2014 9:58:25 AM
CAD_U|CATEM|TEMPAGE|AIQ|20140401095825|T-5B|||//4/1/2014 9:58:25 AM
CAD_E|CATEM14003835//4/1/2014 9:58:40 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:25 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:25 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:25 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:27 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:27 AM
CAD_U|CAFKU|D4340|AIQ|20140327073722|FKU-1A|||//4/1/2014 10:01:27 AM
CAD_U|CAFKU|E4368|AIQ|20140327110942|FKU-2|||//4/1/2014 10:03:54 AM
CAD_U|CAFKU|E4368|AIQ|20140327110942|FKU-2|||//4/1/2014 10:03:54 AM
CAD_U|CAFKU|E4368|AIQ|20140327110942|FKU-2|||//4/1/2014 10:03:54 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//4/1/2014 10:04:44 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//4/1/2014 10:04:44 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//4/1/2014 10:04:44 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:11 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:11 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:12 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:12 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:12 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:14 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:14 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:14 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:18 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:18 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:18 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:20 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:20 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:05:20 AM
CAD_U|CAFKU|E4368|OFF//4/1/2014 10:05:53 AM
CAD_U|CASLC|E52|AOR|20140401100630|D-12A|||//4/1/2014 10:06:29 AM
CAD_U|CASLC|E52|AIQ|20140401100638|D-12A|||//4/1/2014 10:06:38 AM
CAD_U|CASLC|E30|AOR|20140401101038|R-17A|||//4/1/2014 10:10:38 AM
CAD_U|CASLU|E3472|AIQ|20140330140529|R-17A|||//4/1/2014 10:10:38 AM
CAD_U|CASLC|E30|AIQ|20140401101042|R-17A|||//4/1/2014 10:10:42 AM
CAD_U|CASLU|E3472|AIQ|20140330140529|R-17A|||//4/1/2014 10:10:42 AM
CAD_U|CASLU|E3472|AOR|20140401101434|R-17A|||//4/1/2014 10:14:34 AM
CAD_U|CASLC|E30|AIQ|20140401101042|R-17A|||//4/1/2014 10:14:34 AM
CAD_U|CASLU|E3472|AIQ|20140401101438|R-17A|||//4/1/2014 10:14:37 AM
CAD_U|CASLC|E30|AIQ|20140401101042|R-17A|||//4/1/2014 10:14:37 AM
CAD_U|CASLC|E21|AOR|20140401101633|A-22A|||//4/1/2014 10:16:33 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:42 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:42 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:42 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:51 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:51 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:20:51 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:16 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:16 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:16 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:18 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:18 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:22:18 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:14 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:15 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:17 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:17 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:21 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:21 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:21 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:23 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:23 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:24 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:24 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|OOA|OTH, ASSIST|-120.663430|35.285855|689 TANK FARM||||653_J_3/653_J_3||-120.663254|35.285654||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//4/1/2014 10:24:24 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:29 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:30 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:30 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:33 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:33 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:36 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:36 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:38 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:38 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:47 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:47 AM
CAD_E|CASLO14003836|CASLU|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3|||||Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:47 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:47 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:47 AM
CAD_U|CASLC|E21|DSP|20140401102447|A-22A|14003836|MED|CASLU2014002827//4/1/2014 10:24:47 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:54 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:54 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:55 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:55 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:55 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:58 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:58 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:59 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:24:59 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:25:22 AM
CAD_U|CASLC|E21|ACK|20140401102523|A-22A|14003836|MED|CASLU2014002827//4/1/2014 10:25:22 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:25:29 AM
CAD_U|CASLC|E21|ENR|20140401102529|A-22A|14003836|MED|CASLU2014002827//4/1/2014 10:25:29 AM
CAD_U|CASLC|E51|AOR|20140401102627|D-15A|||//4/1/2014 10:26:27 AM
CAD_U|CASLC|E51|AIQ|20140401102633|D-15A|||//4/1/2014 10:26:33 AM
CAD_U|CASLU|E3461|AOR|20140401102647|D-15A|||//4/1/2014 10:26:47 AM
CAD_U|CASLU|E3461|AIQ|20140401102652|D-15A|||//4/1/2014 10:26:52 AM
CAD_U|CASLC|E21|ENR|20140401102529|A-22A|14003836|MED|CASLU2014002827//4/1/2014 10:27:03 AM
CAD_U|CAFKU|E4353|AIQ|20140220103447|FKU-2|||//4/1/2014 10:27:10 AM
CAD_U|CAFKU|E4353|AIQ|20140220103447|FKU-2|||//4/1/2014 10:27:10 AM
CAD_U|CAFKU|E4353|AIQ|20140220103447|FKU-2|||//4/1/2014 10:27:10 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:28:02 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:28:02 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:28:02 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:11 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:11 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:12 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:14 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:15 AM
CAD_E|CASLO14003836|CASLU2014002827|Medical|20140401102410|MED|MEDICAL AID CODE 3|-120.643477|35.248172|689 TANK FARM RD #100 ||4000 BLK SANTA FE RD|4000 BLK BROAD ST|653_J_3/653_J_3||||E21|Command:SLO DISP;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G;//4/1/2014 10:29:20 AM
CAD_U|CASLC|E21|ONS|20140401102920|A-22A|14003836|MED|CASLU2014002827//4/1/2014 10:29:20 AM
CAD_U|CASLU|E3470|AOR|20140401103027|A-32L|||//4/1/2014 10:30:27 AM
CAD_E|CASLO14003836//4/1/2014 10:30:31 AM
CAD_U|CASLC|E21|AOR|20140401103031|A-22A|||//4/1/2014 10:30:31 AM
CAD_E|CASLO14003836//4/1/2014 10:30:46 AM
CAD_U|CASLU|E3470|AIQ|20140401103048|A-32L|||//4/1/2014 10:30:47 AM
CAD_U|CASLC|E21|AOR|20140401103119|A-22A|||//4/1/2014 10:31:19 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:05 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:05 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:05 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:06 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:06 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//4/1/2014 10:42:06 AM
CAD_U|CACDF|T81|AIQ|20140331100044|HAAB|||//4/1/2014 10:44:24 AM
CAD_U|CACDF|T81|AIQ|20140331100044|HAAB|||//4/1/2014 10:44:24 AM
CAD_U|CASLU|E3466|AIQ|20140401104603|G-16A|||//4/1/2014 10:46:03 AM
CAD_U|CASLU|E3466|AOR|20140401104616|G-16A|||//4/1/2014 10:46:15 AM
CAD_U|CASLU|E3466|AIQ|20140401104618|G-16A|||//4/1/2014 10:46:18 AM
CAD_U|CASLU|E3466|AIQ|20140401104640|G-16A|||//4/1/2014 10:46:40 AM
CAD_U|CASLC|E10|AOR|20140401104829|G-16A|||//4/1/2014 10:48:28 AM
CAD_U|CASLC|E10|AIQ|20140401104833|G-16A|||//4/1/2014 10:48:33 AM
CAD_E|CASLU14003837|CASLU||20140401105346|MED|MEDICAL AID CODE 3|-120.002977|35.321632|42 @ 13050 SODA LAKE RD |SLO_CO| UNNAMED RD| UNNAMED RD|642|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 10:53:45 AM
CAD_E|CASLU14003837|CASLU||20140401105346|MED|MEDICAL AID CODE 3|-120.002977|35.321632|42 @ 13050 SODA LAKE RD |SLO_CO| UNNAMED RD| UNNAMED RD|642|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 10:53:52 AM
CAD_E|CASLU14003837|CASLU2014002828|42 SLO_CO|20140401105346|MED|MEDICAL AID CODE 3|-120.002977|35.321632|42 @ 13050 SODA LAKE RD |SLO_CO| UNNAMED RD| UNNAMED RD|642|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 10:53:56 AM
CAD_E|CASLU14003837|CASLU2014002828|42 SLO_CO|20140401105346|MED|MEDICAL AID CODE 3|-120.002977|35.321632|42 @ 13050 SODA LAKE RD |SLO_CO| UNNAMED RD| UNNAMED RD|642||||ME42|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//4/1/2014 10:54:37 AM
